url,url_mobile,title,seendate,socialimage,domain,language,sourcecountry,theme_id,theme_description
https://www.teraz.sk/slovensko/poistovna-spustila-skriningovu-mamog/868070-clanok.html,,Poisťovňa spustila skríningovú mamografiu pre ženy od 45 do 49 rokov,20250401T143000Z,https://www.teraz.sk/usercontent/socialmedia/fbd8b0c6e5ea8b0e4eae9d3a270e93ddb25cf1b3.jpg?wm=tasr-teraz&v=2,teraz.sk,Slovak,Slovak Republic,GENERAL_HEALTH,Health-related themes
https://hnonline.sk/prakticke-hn/poradenstvo/96204285-zubne-benefity-vracaju-sa-prispevky-na-zubnu-starostlivost,,HNonline . sk - Zubné benefity : Vracajú sa príspevky na zubnú starostlivosť,20250419T140000Z,https://static.hnonline.sk/images/slike/2025/04/03/5256918.jpg,hnonline.sk,Slovak,Slovak Republic,GENERAL_HEALTH,Health-related themes
https://www.cas.sk/clanok/3021901/lieky-vo-velkom-do-seba-sypu-uz-male-deticky-zdravotne-poistovne-zverejnili-strasne-cisla/,,LIEKY vo veľkom do seba SYPÚ už malé detičky : Zdravotné poisťovne zverejnili STRAŠNÉ čísla,20250405T200000Z,,cas.sk,Slovak,Slovak Republic,GENERAL_HEALTH,Health-related themes
https://www.cas.sk/clanok/3021065/podvodne-prepoistovanie-chudobnych-ludi-na-vychode-zarazajuce-tvrdenia-uradnicky-zo-statnej-poistovne/,,Podvodné prepoisťovanie chudobných ľudí na východe ?! Zarážajúce tvrdenia úradníčky zo štátnej poisťovne,20250403T093000Z,,cas.sk,Slovak,Slovak Republic,GENERAL_HEALTH,Health-related themes
https://www.teraz.sk/import/viac-ako-polovica-deti-do-siestich-rok/869142-clanok.html,,Viac ako polovica detí do šiestich rokov užíva každý rok antibiotiká,20250405T180000Z,https://www.teraz.sk/usercontent/socialmedia/f40afdb28e1c704040424b117bf956cb60cca9e7.jpg?wm=tasr-teraz&v=2,teraz.sk,Slovak,Slovak Republic,GENERAL_HEALTH,Health-related themes
https://www.topky.sk/cl/10/3007895/Rezort-zdravotnictva-zverejnil-vyhlasku-k-prerozdeleniu-financii,,Rezort zdravotníctva zverejnil vyhlášku k prerozdeleniu financií,20250401T093000Z,"https://static-images.zoznam.sk/image/fetch/q_92,w_1200,h_630,c_fill/h_108,g_north_east,x_0,y_30,l_topky_watermark/https://img.topky.sk/1280px/3961857.jpg",topky.sk,Slovak,Slovak Republic,GENERAL_HEALTH,Health-related themes
https://www.noviny.sk/slovensko/1041856-starostlivost-pre-seniorov-na-konci-zivota-moze-skoncit-siestim-hospicom-hrozi-zanik,,Starostlivosť pre seniorov na konci života môže skončiť . Šiestim hospicom hrozí zánik,20250329T100000Z,https://img.joj.sk/r1200x/44cae1fc-d5cd-42d7-b7e1-603204074b77,noviny.sk,Slovak,Slovak Republic,GENERAL_HEALTH,Health-related themes
https://www.teraz.sk/slovensko/rezort-zdravotnictva-zverejnil-vyhlas/867895-clanok.html,,Rezort zdravotníctva zverejnil vyhlášku k prerozdeleniu financií,20250401T093000Z,https://www.teraz.sk/usercontent/socialmedia/2c2c64184bdb9f635a5904dc1677a9b1ec41c8f1.jpg?wm=tasr-teraz&v=2,teraz.sk,Slovak,Slovak Republic,GENERAL_HEALTH,Health-related themes
https://hnonline.sk/slovensko/96207876-predsednicka-zilinskej-samospravy-tvrdi-ze-system-financovania-nemocnic-je-nespravodlivy,,"HNonline . sk - Predsedníčka žilinskej samosprávy tvrdí , že systém financovania nemocníc je nespravodlivý",20250422T143000Z,https://static.hnonline.sk/images/slike/2025/04/22/3616379.jpg,hnonline.sk,Slovak,Slovak Republic,GENERAL_HEALTH,Health-related themes
https://www.teraz.sk/slovensko/vszp-pacienti-najlepsie-hodnotia-unv/867072-clanok.html,,"PRIESKUM : Pacienti hodnotili nemocnice , najlepšie skončili TIETO",20250328T100000Z,https://www.teraz.sk/usercontent/socialmedia/e6b1272c5ee4443a9c75e3d5ef1e018f054f609a.jpg?wm=tasr-teraz&v=2,teraz.sk,Slovak,Slovak Republic,GENERAL_HEALTH,Health-related themes
https://www.teraz.sk/regiony/zdravie-zsk-povazuje-system-financov/872864-clanok.html,,Žilinský kraj považuje systém financovania nemocníc za nespravodlivý,20250422T133000Z,https://www.teraz.sk/usercontent/socialmedia/921e5cde9d5d3f725572cdb726b1c388fe2538a4.jpg?wm=tasr-teraz&v=2,teraz.sk,Slovak,Slovak Republic,GENERAL_HEALTH,Health-related themes
https://www.topky.sk/cl/10/3023883/AKTUALNE-Hasici-zasahuju-pri-poziari-bytu-v-Presove--Nikto-sa-v-nom-nenachadzal,,AKTUÁLNE Hasiči zasahujú pri požiari bytu v Prešove : Nikto sa v ňom nenachádzal,20250420T161500Z,"https://static-images.zoznam.sk/image/fetch/q_92,w_1200,h_630,c_fill/h_108,g_north_east,x_0,y_30,l_topky_watermark/https://img.topky.sk/1280px/3904521.jpg",topky.sk,Slovak,Slovak Republic,AFFECT,Emotional affect and sentiment
https://www.sme.sk/minuta/23482433/pri-hornej-vsi-skoncil-kamion-mimo-cesty-tvoria-sa-kolony,,"Pri Hornej Vsi skončil kamión mimo cesty , tvoria sa kolóny",20250425T111500Z,https://m.smedata.sk/api-media/media/image/article_short/8/90/9077928/9077928_1200x.jpg?rev=2,sme.sk,Slovak,Slovak Republic,AFFECT,Emotional affect and sentiment
https://www.topky.sk/cl/10/3017825/Zmena-volebneho-obvodu-ma-len-minimalnu-sancu-na-uspech--tvrdi-publicista-Hrabko,,"Zmena volebného obvodu má len minimálnu šancu na úspech , tvrdí publicista Hrabko",20250412T070000Z,"https://static-images.zoznam.sk/image/fetch/q_92,w_1200,h_630,c_fill/h_108,g_north_east,x_0,y_30,l_topky_watermark/https://img.topky.sk/1280px/3830933.jpg",topky.sk,Slovak,Slovak Republic,ELECTION,Election-related themes
