url,url_mobile,title,seendate,socialimage,domain,language,sourcecountry,keyword,target_language,content_hash
https://www.foxnews.com/world/putin-thanks-north-korea-sending-troops-fight-ukraine-will-never-forget-heroism,https://www.foxnews.com/world/putin-thanks-north-korea-sending-troops-fight-ukraine-will-never-forget-heroism.amp,Putin thanks North Korea for sending troops to fight Ukraine :  Will never forget the heroism  ,20250428T111500Z,https://static.foxnews.com/foxnews.com/content/uploads/2025/01/vladimir-putin-kim-jong-un.jpg,foxnews.com,English,United States,Russia,English,bad6b6ae16916d9f53c924a0fbcc6c51
https://www.theglobeandmail.com/world/article-north-korea-confirms-it-sent-troops-to-russia-to-support-its-war/,,North Korea confirms it sent troops to Russia to support its war against Ukraine,20250428T043000Z,https://www.theglobeandmail.com/resizer/v2/QCHR4BKOMZFHRGYFRA3BWPODJM.jpg?auth=d961e180d61dfdc5d9246281a13b83263a647e017d509e55ccaa8256f7f99027&quality=80&smart=true,theglobeandmail.com,English,Canada,Russia,English,322c65b78cbeabb6efbc28522727e4d8
https://www.asahi.com/ajw/articles/15732669,,"North Korea confirms it sent troops to Russia to support its war against Ukraine | The Asahi Shimbun : Breaking News , Japan News and Analysis",20250428T043000Z,https://p.potaufeu.asahi.com/2f66-p/picture/29407764/cb9e6e4b4e7eb0fff645bb4138e34654.jpg,asahi.com,English,Japan,Russia,English,e84c34534c9444032c2bf18d74e228c5
https://www.wfaa.com/article/news/nation-world/ukraine/north-korea-confirms-dispatch-troops-to-russia/507-a11854b1-1507-4c79-a636-63801114243c,,North Korea confirms troops were deployed to Russia in Ukraine war,20250428T044500Z,https://media.wfaa.com/assets/CCT/images/e592f395-7707-4b4b-982b-ffc80158dc99/20240619T111911/e592f395-7707-4b4b-982b-ffc80158dc99_1140x641.jpg,wfaa.com,English,United States,Russia,English,379150b9a59dd4b3d5d279bcc092c2f3
https://www.deccanchronicle.com/world/n-korea-confirms-sending-troops-to-support-russia-in-ukraine-war-1875533,https://www.deccanchronicle.com/amp/world/n-korea-confirms-sending-troops-to-support-russia-in-ukraine-war-1875533,N Korea Confirms Sending Troops to Support Russia in Ukraine War,20250428T041500Z,https://www.deccanchronicle.com/h-upload/2025/04/28/1912199-aa-4556479.jpg,deccanchronicle.com,English,India,Russia,English,d85a01e60a8619442967a268c8f81739
https://www.wcnc.com/article/news/nation-world/ukraine/north-korea-confirms-dispatch-troops-to-russia/507-a11854b1-1507-4c79-a636-63801114243c,,North Korea confirms troops were deployed to Russia in Ukraine war,20250428T113000Z,https://media.wcnc.com/assets/CCT/images/e592f395-7707-4b4b-982b-ffc80158dc99/20240619T111911/e592f395-7707-4b4b-982b-ffc80158dc99_1140x641.jpg,wcnc.com,English,United States,Russia,English,279879de0a22558eec0ed45694a23840
https://abc7news.com/post/north-korea-confirms-dispatched-10000-12000-troops-russia-support-war-ukraine/16264500/,https://abc7news.com/amp/post/north-korea-confirms-dispatched-10000-12000-troops-russia-support-war-ukraine/16264500/,"North Korea confirms that it dispatched about 10 , 000 - 12 , 000 troops to Russia to support its war against Ukraine",20250428T053000Z,https://cdn.abcotvs.com/dip/images/16264566_042725-ap-kim-jung-un-vladimir-putin-img.jpg,abc7news.com,English,United States,Russia,English,fca726cb9bdf3d7caff5305972ea032a
https://www.boursier.com/actualites/reuters/la-coree-du-nord-confirme-avoir-envoye-des-soldats-aupres-de-la-russie-poutine-exprime-sa-gratitude-392950.html,,"La Corée du Nord confirme avoir envoyé des soldats auprès de la Russie , Poutine exprime sa gratitude",20250428T140000Z,,boursier.com,French,France,Russia,French,179afad20c5c76a0448ba93a1bb045b3
https://www.boursier.com/actualites/reuters/la-coree-du-nord-confirme-avoir-envoye-des-soldats-aupres-de-la-russie-poutine-exprime-sa-gratitude-392952.html,,"La Corée du Nord confirme avoir envoyé des soldats auprès de la Russie , Poutine exprime sa gratitude",20250428T140000Z,,boursier.com,French,France,Russia,French,5d1af1fac08008d29993ad871680c482
https://malijet.com/actualite-sur-afrique/301690-l-ukraine-est-egaree-par-les-imperialistes-%E2%80%93-president-ougandais.html,,Malijet - LUkraine est garée par les impérialistes – Président ougandais,20250428T083000Z,https://malijet.com/files/680f372ec2047_1024x575.jpg,malijet.com,French,Mali,Russia,French,2e0ecd451c6f14d358a36990d8a1eafd
