url,url_mobile,title,seendate,socialimage,domain,language,sourcecountry,keyword,target_language,content_hash
https://www.archdaily.com/office/loci-anima,,loci anima | ArchDaily,20250426T213000Z,,archdaily.com,English,United States,France,English,3b91dd3975102bc2dda51c5c38caab9b
https://www.albawaba.com/node/man-behind-french-mosque-stabbing-1603963,,Man behind French mosque stabbing arrested in Italy,20250428T090000Z,https://www.albawaba.com/sites/default/files/styles/default/public/2025-04/french%20%281%29.png?itok=HsAThqsv,albawaba.com,English,Israel,France,English,afbca04bbe1a00863a3d0f3f99c68b88
https://www.the42.ie/england-france-womens-six-nations-3-6688884-Apr2025/,,Seventh heaven : England hold off stirring France fightback to clinch Women Six Nations title,20250426T213000Z,https://img2.thejournal.ie/article/6688884/river/?&version=6688888,the42.ie,English,Ireland,France,English,075e633245ae2b44cfc11f9304cdc6ab
https://www.360cities.net/image/a-dovecote-surrounded-by-olive-trees,,A dovecote surrounded by olive trees 360 Panorama,20250426T191500Z,https://cloudflare1.360gigapixels.com/pano/yvesprovence/02047370__360_P1140164_stitch.jpg/equirect_crop_3_1/6.jpg,360cities.net,English,Russia,France,English,d8c4ad2d5607312e64ee6db8cfc305cf
https://www.360cities.net/image/eglise-notre-dame-de-beaulieu-cucuron,,"Église Notre - Dame de Beaulieu , Cucuron 360 Panorama",20250426T191500Z,https://cloudflare1.360gigapixels.com/pano/yvesprovence/02047671__360_P1140485_stitch.jpg/equirect_crop_3_1/6.jpg,360cities.net,English,Russia,France,English,9d9ae0570eea8afa625944e996908ed2
https://paris.maville.com/actu/actudet_-6-nations.-incroyable-encourageant-les-premiers-mots-des-bleues-battues-en-angleterre-_fil-6782144_actu.Htm,,"6 Nations .  Incroyable  ,  encourageant  : les premiers mots des Bleues , battues en",20250426T223000Z,https://maville.com/photosmvi/2025/04/26/P35193512D6782144G_crop_1080-600_.jpg,paris.maville.com,French,France,France,French,c6ae0f9964ffe6b70cafa2a8d0c0172e
https://laseyne.maville.com/actu/actudet_-6-nations.-incroyable-encourageant-les-premiers-mots-des-bleues-battues-en-angleterre-_fil-6782144_actu.Htm,,"6 Nations .  Incroyable  ,  encourageant  : les premiers mots des Bleues , battues en",20250426T231500Z,https://maville.com/photosmvi/2025/04/26/P35193512D6782144G_crop_1080-600_.jpg,laseyne.maville.com,French,France,France,French,ac4cb535dbf743868f96dedfcda7a840
https://draguignan.maville.com/actu/actudet_-6-nations.-incroyable-encourageant-les-premiers-mots-des-bleues-battues-en-angleterre-_fil-6782144_actu.Htm,,"6 Nations .  Incroyable  ,  encourageant  : les premiers mots des Bleues , battues en",20250426T234500Z,https://maville.com/photosmvi/2025/04/26/P35193512D6782144G_crop_1080-600_.jpg,draguignan.maville.com,French,France,France,French,b3f314a577351f32643ba6dcc581103b
https://www.ozap.com:443/actu/audiences-dimanche-pres-de-25-millions-de-telespectateurs-decart-entre-les-13-heures-danne-claire-coudray-sur-tf1-et-julien-benedetto-sur-france-2/649703,,"Audiences dimanche : Près de 2 , 5 millions de téléspectateurs d  écart entre les  13 Heures  dAnne - Claire Coudray sur TF1 et Julien Benedetto sur France 2",20250428T120000Z,https://static1.ozap.com/uploads/0e/c8/6e/38/3b375e4b11267474-1200x630-1.jpg,ozap.com,French,France,France,French,b098ffa20f658c9f257539c795bf5db8
https://www.varmatin.com/sante/pres-de-500-cas-de-rougeole-en-2024-en-france-quatre-fois-plus-qu-en-2023-983711,,"Près de 500 cas de rougeole en 2024 en France , quatre fois plus quen 2023",20250428T110000Z,https://fyooyzbm.filerobot.com/v7/vacc.jpg?vh=e58e08&ci_seal=25f9b370fc,varmatin.com,French,France,France,French,413cc8a29094121a4acfa2e6690d593e
https://larochesuryon.maville.com/actu/actudet_-en-images.-decouvrez-les-photos-du-carnaval-de-cholet-qui-defile-cet-apres-midi-_fil-6782681_actu.Htm,,EN IMAGES . Découvrez les photos du carnaval de Cholet qui défile cet après - midi  ! ,20250427T173000Z,https://maville.com/photosmvi/2025/04/27/P35194396D6782681G_crop_1080-600_.jpg,larochesuryon.maville.com,French,France,France,French,f67cb496f0a91abb79a71b8b6dc57965
https://www.clarin.com/mundo/islamofobia-francia-matan-40-punaladas-joven-mezquita_0_ez2wkmaQwr.html,,Islamofobia en Francia : matan de 40 puñaladas a un joven en una mezquita,20250428T170000Z,https://www.clarin.com/img/2025/04/28/v5gPl-wSI_2000x1500__1.jpg,clarin.com,Spanish,Argentina,France,Spanish,b5764b0c766b92cccc2b10955c87ab47
