url,url_mobile,title,seendate,socialimage,domain,language,sourcecountry,theme_id,theme_description,target_language,content_hash
https://www.express.co.uk/news/uk/2045809/civil-servant-sues-Mod-racism,https://www.express.co.uk/news/uk/2045809/civil-servant-sues-Mod-racism/amp,Civil servant sues for racism after making shopping trips during work hours,20250424T073000Z,https://cdn.images.express.co.uk/img/dynamic/1/1200x630/6115356.jpg,express.co.uk,English,United Kingdom,DISCRIMINATION_RACE,Racial discrimination,English,f91b96c3f30385427e435fc919c1d93c
https://natlawreview.com/article/state-employment-law-three-states-have-virtually-no-anti-discrimination-laws,https://natlawreview.com/article/state-employment-law-three-states-have-virtually-no-anti-discrimination-laws?amp,Federal vs . State Gaps in Employment Discrimination Laws,20250425T010000Z,https://natlawreview.com/sites/default/files/styles/article_image/public/2025-04/EEOC%20equal%20employment%20opportunity%20commission%20on%20clipboard%20SMALLER%20FILE.jpg?a2d9bd&itok=Bu79KdR1,natlawreview.com,English,United States,DISCRIMINATION_RACE,Racial discrimination,English,3668a8905142d1a727fc8f82a59ee0c0
https://www.winnipegfreepress.com/opinion/letters-to-the-editor/2025/04/24/letters-april-24-6,,"Letters , April 24 – Winnipeg Free Press",20250424T073000Z,,winnipegfreepress.com,English,Canada,DISCRIMINATION_RACE,Racial discrimination,English,b75468ba750593ffa7cd1abd93d36a59
https://www.wmtv15news.com/2025/04/26/wisconsin-attorney-general-kaul-sues-trump-administration-over-potential-loss-federal-funding/,https://www.wmtv15news.com/2025/04/26/wisconsin-attorney-general-kaul-sues-trump-administration-over-potential-loss-federal-funding/?outputType=amp,Wisconsin Attorney General Kaul sues Trump Administration over potential loss to federal funding,20250426T041500Z,https://gray-wmtv-prod.gtv-cdn.com/resizer/v2/VDNW6XXSP5HQHLQHLIM4J47BI4.jpg?auth=16abe296ef7a266546e7b2517e52b83b0691adcf79944b712f0a135e83cef8a3&smart=true,wmtv15news.com,English,,DISCRIMINATION_RACE,Racial discrimination,English,9082b5a5107b5459cccd1726d8a38b20
https://eldiariony.com/2025/04/25/que-alcance-tiene-el-freno-impuesto-por-una-jueza-a-los-planes-de-trump-de-eliminar-las-iniciativas-dei-en-escuelas-y-universidades/,, ¿ Qué alcance tiene el freno impuesto por una jueza a planes de Trump de eliminar iniciativas DEI en escuelas y universidades ? ,20250425T171500Z,https://eldiariony.com/wp-content/uploads/sites/2/2025/04/AP25113784490343.jpg,eldiariony.com,Spanish,United States,DISCRIMINATION_RACE,Racial discrimination,Spanish,8b34dda6cce75f55c1393df9ea8a6dd7
https://www.ftchinese.com/story/001106252,,葛音 ： 女性如何收获职业成长 ？ - FT中文网,20250424T071500Z,,ftchinese.com,Chinese,China,DISCRIMINATION_RACE,Racial discrimination,Chinese,3e663b5e1ca2b69dcb24003a69c58b21
http://www.ftchinese.com/story/001106252,,葛音 ： 女性如何收获职业成长 ？ - FT中文网,20250424T071500Z,,ftchinese.com,Chinese,China,DISCRIMINATION_RACE,Racial discrimination,Chinese,fd14822ab92f0843685189d8d2b8b273
https://www.dawn.com/news/1906035/indian-plots-and-american-twists,,Indian plots and American twists - Newspaper,20250423T014500Z,,dawn.com,English,Pakistan,HUMAN_RIGHTS_ABUSES,Human rights violations and abuses,English,6cb2190bc5ad0ab9551629aaa3fec9cf
https://www.euronews.com/my-europe/2025/04/25/i-wish-i-didnt-have-to-send-people-back-to-libya-frontex-chief-tells-euronews,,"I wish I didnt have to send people back to Libya , Frontex chief tells Euronews",20250425T083000Z,https://static.euronews.com/articles/stories/09/23/10/56/1200x675_cmsv2_c28a035d-e4e2-510e-9355-59526aaf0c1b-9231056.jpg,euronews.com,English,United States,HUMAN_RIGHTS_ABUSES,Human rights violations and abuses,English,bb9fc03f9ec0891fa765e38f2652a7e6
https://www.plymouthherald.co.uk/news/plymouth-news/jeremy-corbyn-tells-plymouth-mp-10123359,https://www.plymouthherald.co.uk/news/plymouth-news/jeremy-corbyn-tells-plymouth-mp-10123359.amp,Jeremy Corbyn tells Plymouth MP to  delete this immediately  ,20250422T133000Z,https://i2-prod.plymouthherald.co.uk/news/plymouth-news/article9390144.ece/ALTERNATES/s1200/0_340A9421JPG.jpg,plymouthherald.co.uk,English,United Kingdom,HUMAN_RIGHTS_ABUSES,Human rights violations and abuses,English,3b59511dad887159a1db277d6b77b2e0
