url,url_mobile,title,seendate,socialimage,domain,language,sourcecountry,theme_id,theme_description,target_language,content_hash
https://www.winnipegfreepress.com/opinion/analysis/2025/04/23/law-brings-campaign-finance-rules-in-line,,Law brings campaign finance rules in line – Winnipeg Free Press,20250423T081500Z,,winnipegfreepress.com,English,Canada,LEGISLATION,Legislative and legal themes,English,229700910922833feec78a865fe22c92
https://www.ksat.com/news/local/2025/04/23/free-film-town-hall-at-hardberger-park-will-tackle-incentives-legislation-involvement/,,"Free film town hall at Hardberger Park will tackle incentives , legislation involvement",20250423T180000Z,"https://res.cloudinary.com/graham-media-group/image/upload/f_auto/q_auto/c_thumb,w_700/v1/media/gmg/A2BMKS6COZBJVPOEZ7OSLFEVKA.jpg?_a=DATAdtccZAA0",ksat.com,English,United States,LEGISLATION,Legislative and legal themes,English,62e47b956fe78bdae4f93e8753d1d703
https://www.yahoo.com/news/san-francisco-supervisors-want-distribute-010127116.html,,San Francisco supervisors want to distribute homeless shelters throughout the city,20250426T063000Z,https://s.yimg.com/ny/api/res/1.2/bzEqkrvJA.3CZd1rVFBzhQ--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD02NzU-/https://media.zenfs.com/en/ktvu_fox_local_articles_961/79f9ede776ebd02c1c5ec99b8f5257b0,yahoo.com,English,United States,LEGISLATION,Legislative and legal themes,English,563ffb83b34301b3de8d0a5147e1b9af
https://www.yahoo.com/news/shaheen-calls-bipartisan-support-secondary-173550753.html,,Shaheen calls for bipartisan support for secondary sanctions on Russia as Putin  drags his feet  ,20250427T201500Z,https://media.zenfs.com/en/the_hill_articles_341/b74c7e6d80f74a0be7b5b31d98e2f04e,yahoo.com,English,United States,LEGISLATION,Legislative and legal themes,English,56dfc9f18465d49d730d14b0e3f4ede2
https://www.yahoo.com/news/scoop-anti-chinese-government-group-150027481.html,,Scoop : Anti - Chinese government group launches plan to track anti - CCP legislation in statehouses,20250421T174500Z,https://s.yimg.com/ny/api/res/1.2/at6avrHZor8XCS9IxqT7UA--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD02NzU-/https://media.zenfs.com/en/fox_news_text_979/e9d9a347cf472a95bfb169e63ab85dad,yahoo.com,English,United States,LEGISLATION,Legislative and legal themes,English,1a901c614032eab9cdf453ea15118a94
https://www.aei.org/opportunity-social-mobility/in-opposing-last-months-continuing-resolution-nearly-all-democrats-voted-to-shut-down-welfare-checks-too/,,"In Opposing Last Month Continuing Resolution , Nearly All Democrats Voted to Shut Down Welfare Checks , Too | American Enterprise Institute",20250424T113000Z,https://www.aei.org/wp-content/uploads/2025/04/Weidinger.AEIdeas.042325.jpg,aei.org,English,United States,LEGISLATION,Legislative and legal themes,English,7b771b31de4e45492074dc29bdf707bb
https://www.irishtimes.com/opinion/letters/2025/04/28/on-veiled-threats-to-the-irish-pharma-industry/,,On veiled threats to the Irish pharma industry,20250428T040000Z,https://www.irishtimes.com/resizer/v2/6GVJTWXOI5FYPOLOK3JLHZZVVU.jpg?smart=true&auth=2781af11b396c223ac2b1f05df19ecc2dafc39caa2ffa2f14069f0e5a11189ee,irishtimes.com,English,Ireland,LEGISLATION,Legislative and legal themes,English,c762c145d81c50112bd0300dcabe6158
http://www.bikeradar.com/news/cyclists-who-kill-pedestrians-could-be-jailed-for-life-under-new-law,,Cyclists who kill pedestrians could be jailed for life under new law,20250425T123000Z,https://c02.purpledshub.com/uploads/sites/39/2025/04/GettyImages-1204139690.jpg,bikeradar.com,English,United Kingdom,LEGISLATION,Legislative and legal themes,English,7a195b381dcbbe23a866cf87fb62f21a
https://www.theglobeandmail.com/canada/article-ottawa-receives-fourth-extension-to-fix-unconstitutional-lost/,,Ottawa receives fourth extension to fix unconstitutional  Lost Canadian issue,20250424T160000Z,https://www.theglobeandmail.com/resizer/v2/KQVI3TKEFNAY5LYGDX6OVA6VMY.jpg?auth=1927c5d93a233e11c3e606d4f5b7f69e7e4153e09d387bbaa34454af3ef57746&quality=80&smart=true,theglobeandmail.com,English,Canada,LEGISLATION,Legislative and legal themes,English,2cdc87903b5cc96fe462beabc5ae19eb
https://www.yahoo.com/news/excellus-calls-congress-protect-seniors-190114349.html,,Excellus calls on Congress to protect seniors in Upstate New York,20250421T220000Z,https://media.zenfs.com/en/wivt_binghamton_articles_684/00a0c15deb98847bf431c9dc634dba73,yahoo.com,English,United States,LEGISLATION,Legislative and legal themes,English,e4d4084f0daafd46a0b5c807421c647a
