url,url_mobile,title,seendate,socialimage,domain,language,sourcecountry,theme_id,theme_description,target_language,content_hash
https://phys.org/news/2025-04-science-differently-policymakers-parties.html,https://phys.org/news/2025-04-science-differently-policymakers-parties.amp,"Science is used differently by policymakers in different parties , new study finds",20250425T150000Z,https://scx2.b-cdn.net/gfx/news/2025/science-is-used-differ.jpg,phys.org,English,United States,SCIENCE,Scientific themes and research,English,5a0be274c81b683a6a4fefc7087a8ea1
https://www.prnewswire.com/news-releases/creative-science-a-cima-animal-health-company-acquires-astaria-global-302438732.html,,"Creative Science , a CIMA Animal Health Company , Acquires Astaria Global",20250426T003000Z,,prnewswire.com,English,United States,SCIENCE,Scientific themes and research,English,a648675f94fc671bdcef0403869b3ffc
https://www.baltimoresun.com/2025/04/26/goucher-college-lewent-science-center/,,Goucher College breaks ground on $50M Lewent Science Center,20250426T193000Z,https://www.baltimoresun.com/wp-content/uploads/2025/04/TBS-L-GOUCHER-0426-01.jpg,baltimoresun.com,English,United States,SCIENCE,Scientific themes and research,English,26c8720bbb71f487e115fc85cff595f3
https://news.ucsc.edu/2025/04/the-science-division-announces-recipients-of-distinguished-alumni-awards/,,The Science Division announces recipients of Distinguished Alumni Awards,20250424T194500Z,https://news.ucsc.edu/wp-content/uploads/2025/04/distinguished-alumni-award-graphic.png,news.ucsc.edu,English,United States,SCIENCE,Scientific themes and research,English,27f2a875eb06fa5e2d964e30b4dc1de5
https://www.jagranjosh.com/colleges/iit-gandhinagar-e-masters-in-data-science-for-decision-making-course-clga-1745582996-1,,"e - Masters in Data Science for Decision Making by IIT Gandhinagar : Check Fees , Eligibility and Other Details",20250425T134500Z,https://img.jagranjosh.com/images/2025/April/2542025/e-Masters-in-Data-Science-for-Decision-Making-by-IIT-Gandhinagar.jpg,jagranjosh.com,English,India,SCIENCE,Scientific themes and research,English,c080f6c58f1c10e2408e8bb34c1ccfae
https://www.thedailystar.net/star-youth/news/de-extinct-dire-wolves-and-the-importance-science-communication-3876816,,Of de - extinct  dire wolve and the importance of science communication,20250422T044500Z,,thedailystar.net,English,Bangladesh,SCIENCE,Scientific themes and research,English,b0af1fe3d922196d3b5e9500cfc6d545
https://www.sbs.com.au/news/podcast-episode/climate-change-can-be-a-laughing-matter/ap3xqm9lq,,Climate change can be a laughing matter,20250426T214500Z,http://sbs-au-brightspot.s3.amazonaws.com/df/71/ea347a7d462f966795285f715d5b/drag-king-milton-mango-uses-humour-to-add-to-the-climate-change-conversation-photo-credit-teresa-tan.jpg,sbs.com.au,English,Australia,SCIENCE,Scientific themes and research,English,7d124db9da95262a5b26af7123c8ce22
https://www.clickorlando.com/insider/2025/04/25/coffee-vs-wine-scientific-similarities-topic-of-orlando-science-wine-fundraiser/,,☕ Coffee vs . wine : Scientific similarities topic of Orlando Science & Wine fundraiser,20250425T154500Z,"https://res.cloudinary.com/graham-media-group/image/upload/f_auto/q_auto/c_thumb,w_700/v1/media/gmg/KRL33QN67ZA3LEEEL2CXJ7EJKY.jpg?_a=DATAdtccZAA0",clickorlando.com,English,United States,SCIENCE,Scientific themes and research,English,2d97ea9f932e345172895060c41b2a6c
https://librivox.org/short-science-fiction-collection-103-by-various/,,LibriVox,20250421T164500Z,,librivox.org,English,United States,SCIENCE,Scientific themes and research,English,77436eeffc806855f0d6948b737fc7e5
https://www.sciencefriday.com/segments/climate-technology-projects-canceled/,,$8 Billion Of Climate Tech Projects Were Canceled In 3 Months,20250425T071500Z,https://www.sciencefriday.com/wp-content/uploads/2025/04/wind-turbines.jpg,sciencefriday.com,English,United States,SCIENCE,Scientific themes and research,English,ba9904376df8007b2046e0ba965f6d4f
