url,url_mobile,title,seendate,socialimage,domain,language,sourcecountry,keyword,target_language,content_hash
https://www.walesonline.co.uk/news/wales-news/100-dead-fish-found-river-31527319,https://www.walesonline.co.uk/news/wales-news/100-dead-fish-found-river-31527319.amp,100 dead fish found in river after  pollution incident  ,20250428T161500Z,https://i2-prod.walesonline.co.uk/article31527383.ece/ALTERNATES/s1200/1_EGR_110425_MaerdyReservoir_11jpeg.jpg,walesonline.co.uk,English,United Kingdom,pollution,English,0dd76a68dd8119235bc2d8b0256f49e1
https://www.boston.com/news/environment/2025/04/27/its-not-your-imagination-air-quality-in-boston-is-getting-worse/,https://www.boston.com/news/environment/2025/04/27/its-not-your-imagination-air-quality-in-boston-is-getting-worse/?amp=1,"It not your imagination , air quality in Boston is getting worse",20250427T154500Z,https://bdc2020.o0bc.com/wp-content/uploads/2025/04/T6XK6TGM2BDIKZFECN6CLP2I3Y-68092641e8a16-768x432.jpg,boston.com,English,United States,pollution,English,5d0445a55f5d9febf223b2c070ddd899
https://wishtv.com/news/health-spotlight/american-lung-association-ranks-indy-among-worst-in-air-quality/,,American Lung Association ranks Indy among worst in air quality,20250427T083000Z,https://www.wishtv.com/wp-content/uploads/2025/04/27/ALA-Interview.transfer_frame_1926-e1745722403400.jpg,wishtv.com,English,United States,pollution,English,08e2c6df6817d2f41f22986641d37286
https://www.dailymail.co.uk/news/article-14652911/list-cities-polluted-air-killing-residents.html,https://www.dailymail.co.uk/news/article-14652911/amp/list-cities-polluted-air-killing-residents.html,Shocking list of cities where polluted air is slowly killing its residents,20250427T180000Z,https://i.dailymail.co.uk/1s/2025/04/27/17/97753855-0-image-a-14_1745771715087.jpg,dailymail.co.uk,English,United Kingdom,pollution,English,28602d521b61680de78d6b1212dfd3fc
https://indianexpress.com/article/cities/chandigarh/illegal-mining-panchkula-villages-hhrc-suo-motu-cognizance-action-taken-9968021/,https://indianexpress.com/article/cities/chandigarh/illegal-mining-panchkula-villages-hhrc-suo-motu-cognizance-action-taken-9968021/lite/,"Illegal mining in Panchkula villages : HHRC takes suo motu cognizance , asks for action taken report",20250427T054500Z,https://images.indianexpress.com/2025/04/illegal-mining-1.jpg,indianexpress.com,English,India,pollution,English,b611be558c0921cc99fa0304bf207aee
https://www.tribuneindia.com/news/delhi/aap-accuses-bjp-of-criminal-conspiracy-to-mislead-city-people-on-pollution-levels/,https://www.tribuneindia.com/news/delhi/aap-accuses-bjp-of-criminal-conspiracy-to-mislead-city-people-on-pollution-levels/amp,AAP accuses BJP of criminal conspiracy to mislead city people on pollution levels,20250427T071500Z,https://www.tribuneindia.com/sortd-service/imaginary/v22-01/jpg/large/high?url=dGhldHJpYnVuZS1zb3J0ZC1wcm8tcHJvZC1zb3J0ZC9tZWRpYTBlOTAzNGIwLTIzMjEtMTFmMC04NDBiLTBkMWUyZGMyZWRkYi5qcGc=,tribuneindia.com,English,India,pollution,English,7503f2721f5c87cc1de5fc49bab05adf
https://buffalonews.com/news/local/article_f0d47842-4277-469e-b6a3-d368831e70ea.html,,Analysis : Goodyear pollution in Niagara Falls may be worse,20250427T140000Z,https://bloximages.chicago2.vip.townnews.com/buffalonews.com/content/tncms/assets/v3/editorial/f/0d/f0d47842-4277-469e-b6a3-d368831e70ea/680bf3315fdb7.preview.jpg?crop=1763%2C926%2C0%2C124,buffalonews.com,English,United States,pollution,English,0af5063f1839b179443f65bd9341f69b
https://bangaloremirror.indiatimes.com/bangalore/civic/wasted-effort-2-years-waiting-for-action/articleshow/120653026.cms,https://bangaloremirror.indiatimes.com/bangalore/civic/wasted-effort-2-years-waiting-for-action/amp_articleshow/120653026.cms,Wasted effort : 2 years & waiting for action,20250427T061500Z,"https://static.toiimg.com/photo/imgsize-161238,msid-120656791/120656791.jpg",bangaloremirror.indiatimes.com,English,India,pollution,English,94a00087ba19bb936141ab5c2d449aef
https://bdnews24.com/bangladesh/3fa625628fcb,,  Air purifier  to be installed in Dhaka : DNCC,20250428T183000Z,https://cdn.bdnews24.com/bdnews24/media/english/imgAll/2025April/PLATE/air-purifire-280425-01-1745845870.jpg,bdnews24.com,English,Bangladesh,pollution,English,571a77535c82e64a97b00484a0fc1ed4
https://www.manchestereveningnews.co.uk/news/greater-manchester-news/we-wouldnt-children-drink-dirty-31504613,https://www.manchestereveningnews.co.uk/news/greater-manchester-news/we-wouldnt-children-drink-dirty-31504613.amp,  We wouldnt let our children drink dirty water . So why do we let them breathe dirty air ? ,20250427T080000Z,https://i2-prod.manchestereveningnews.co.uk/incoming/article31497495.ece/ALTERNATES/s1200/2_HVR_MEN_230425_pollution3_02.jpg,manchestereveningnews.co.uk,English,United Kingdom,pollution,English,04aa6d0b51f2a69fc16f6b81cd4ea274
https://www.letelegramme.fr/finistere/plougonvelin-29217/le-responsable-presume-de-la-pollution-aux-eaux-usees-a-plougonvelin-identifie-6807921.php,,Le responsable présumé de la pollution aux eaux usées à Plougonvelin identifié,20250428T181500Z,https://media.letelegramme.fr/api/v1/images/view/680fb9ff2173d9eb820d07b6/web_golden_xxl/680fb9ff2173d9eb820d07b6.1,letelegramme.fr,French,France,pollution,French,a2e60e646dbc55fb154ed7ca3e874b2c
http://french.xinhuanet.com/20250427/9b7e1803e1234c989fcecebc63645ecb/c.html,,La Chine dévoile un projet du code environnemental - Xinhua,20250427T070000Z,,french.xinhuanet.com,French,China,pollution,French,3d575c878caab48d4a304f7bdb552413
https://www.lindependant.fr/2025/04/27/au-maroc-des-benevoles-traquent-les-dechets-qui-empoisonnent-le-desert-12662169.php,,"Au Maroc , des bénévoles traquent les déchets qui empoisonnent le désert",20250427T191500Z,https://images.lindependant.fr/api/v1/images/view/680e57241bd36472c100e410/large/image.jpg?v=1,lindependant.fr,French,France,pollution,French,974435cf0116bbe5125307001ef20595
https://www.elle.fr/Beaute/News-beaute/Soins/Ce-serum-formule-a-90-de-collagene-est-un-veritable-cocktail-de-jeunesse-4343016,,Ce sérum formulé à 90 % de collagène est un véritable cocktail de jeunesse,20250428T074500Z,https://resize.elle.fr/original/var/plain_site/storage/images/beaute/news-beaute/soins/ce-serum-formule-a-90-de-collagene-est-un-veritable-cocktail-de-jeunesse-4343016/104377873-1-fre-FR/Ce-serum-formule-a-90-de-collagene-est-un-veritable-cocktail-de-jeunesse.jpg,elle.fr,French,France,pollution,French,3f09b762c0982c1bd8e581284bc12c78
https://www.sudouest.fr:443/economie/industrie/arcelormittal-pour-tondelier-le-rachat-des-hauts-fourneaux-par-l-etat-est-notre-devoir-24201451.php,,"ArcelorMittal : pour Tondelier , le rachat des hauts fourneaux par l  État est  notre devoir ",20250427T143000Z,https://media.sudouest.fr/24201451/1200x-1/20250416082903-46426212.jpg,sudouest.fr,French,France,pollution,French,7762f92df6eab2684ba651009f694626
https://www.caradisiac.com/citroen-lance-un-nouveau-rappel-anti-nox-215429.htm,,Citroën lance un nouveau rappel  anti - NOx  ,20250428T083000Z,https://images.caradisiac.com/images/5/4/2/9/215429/S1-citroen-lance-un-nouveau-rappel-anti-nox-840924.jpg,caradisiac.com,French,France,pollution,French,07aeda790e69531c814c92998adc055e
https://www.nicematin.com/environnement/-j-ai-appris-a-etre-une-enfant-de-la-mer-l-antiboise-alice-modolo-raconte-comment-elle-a-decouvert-l-apnee-avant-de-devenir-une-championne-983596,https://www.nicematin.com/amp/environnement/-j-ai-appris-a-etre-une-enfant-de-la-mer-l-antiboise-alice-modolo-raconte-comment-elle-a-decouvert-l-apnee-avant-de-devenir-une-championne-983596,  Jai appris à être une enfant de la mer : lAntiboise Alice Modolo raconte comment elle a découvert lapnée avant de devenir une championne,20250428T071500Z,https://fyooyzbm.filerobot.com/v7/protec/DATA_ART_15265442-g2ONRebK.jpg?vh=0bf5e7&ci_seal=7967136872,nicematin.com,French,France,pollution,French,fda3f00edfb4c9c0b93b394dcf365b02
https://www.aufeminin.com/shopping/cheveux-fragiles-ce-soin-4-en-1-a-moins-de-7-euros-va-revolutionner-votre-routine-capillaire-s4111731.html,,Cheveux fragiles : ce soin 4 - en - 1 à moins de 7 euros va révolutionner votre routine capillaire,20250427T103000Z,,aufeminin.com,French,France,pollution,French,5c6f8a8bf3ab65db9d985c633311d008
https://vanguardia.com.mx/noticias/mc-plantea-que-se-reconozca-en-la-constitucion-el-derecho-a-respira-aire-libre-HA15733765,,MC plantea que se reconozca en la Constitución el derecho a respira aire libre,20250428T003000Z,https://vanguardia.com.mx/binrepository/747x420/84c0/580d420/none/11604/KXJI/photo-air-quality_1-11769327_20250427200125.jpg,vanguardia.com.mx,Spanish,Mexico,pollution,Spanish,97d06d93586f8105d4e36db0e40bbe52
https://www.laopiniondezamora.es/vida-y-estilo/2025/04/27/15-mejores-ciudades-espana-vivir-116796019.html,https://www.laopiniondezamora.es/vida-y-estilo/2025/04/27/15-mejores-ciudades-espana-vivir-116796019.amp.html,MEJORES CIUDADES ESPAÑA | Las 15 mejores ciudades de España para vivir esta primavera,20250427T191500Z,https://estaticos-cdn.prensaiberica.es/clip/89e0f1d2-d9ea-49b8-9700-fa83673939e8_16-9-discover-aspect-ratio_default_0.jpg,laopiniondezamora.es,Spanish,Spain,pollution,Spanish,53f4795db2e30b46ae8f4ff11b1ea69c
https://www.abc.com.py/nacionales/2025/04/26/estudio-cientifico-confirma-alarmante-contaminacion-en-paso-yobai/,https://www.abc.com.py/nacionales/2025/04/26/estudio-cientifico-confirma-alarmante-contaminacion-en-paso-yobai/?outputType=amp,Estudio científico confirma alarmante contaminación en Paso Yobái - Nacionales,20250427T014500Z,https://www.abc.com.py/resizer/v2/LIRMN7PXKBAX5KWXH6MJYCLKCM.jpg?auth=737b9fcab54132558e5b7bcf332364480f2c9291e6562a4ce87e5e058f14a842&smart=true,abc.com.py,Spanish,Paraguay,pollution,Spanish,7dc358aa070802875b0cb9550a5dc19c
https://www.eldia.es/tenerife/2025/04/27/fiscalia-medio-ambiente-amplia-investigacion-116787338.html,https://www.eldia.es/tenerife/2025/04/27/fiscalia-medio-ambiente-amplia-investigacion-116787338.amp.html,Atentado ecológico | La Fiscalía de Medio Ambiente amplía la investigación por si hay delitos en el peor desastre ecológico de Tenerife,20250427T141500Z,https://estaticos-cdn.prensaiberica.es/clip/b725561c-a853-478a-baef-e8669e2888b2_16-9-discover-aspect-ratio_default_0.jpg,eldia.es,Spanish,Spain,pollution,Spanish,00960742ba2ea7c39300ee1d56b5acc9
https://www.elmanana.com/tamaulipas/riobravo/limpieza-canal-rodhe/5972836,https://www.elmanana.com/amp/tamaulipas/riobravo/limpieza-canal-rodhe/5972836,Limpieza Canal Rodhe,20250427T143000Z,https://blob-elmanana.tresite.com/images/2025/04/27/crop-w1151-h960-tamp202504270401rodhe02-11fe0b99-focus-0.17-0.29-608-342.jpg,elmanana.com,Spanish,Mexico,pollution,Spanish,375300fc6eefeb59aca414c1819bec97
https://www.eltiempo.com/colombia/medellin/seis-especies-de-arboles-serian-claves-para-combatir-contaminacion-del-aire-en-medellin-segun-estudio-de-la-udea-3448459,https://www.eltiempo.com/amp/colombia/medellin/seis-especies-de-arboles-serian-claves-para-combatir-contaminacion-del-aire-en-medellin-segun-estudio-de-la-udea-3448459,"Seis especies de árboles serían claves para combatir contaminación del aire en Medellín , según estudio de la UdeA",20250427T200000Z,https://imagenes.eltiempo.com/files/og_thumbnail/files/fp/uploads/2025/04/27/680e4d4910ac7.r_d.954-622-6250.png,eltiempo.com,Spanish,Colombia,pollution,Spanish,502d417215795a37f66614aea02e8a28
