url,url_mobile,title,seendate,socialimage,domain,language,sourcecountry,keyword,target_language,content_hash
https://www.bloomberg.com/news/articles/2025-04-28/musk-super-fan-eyes-texas-shift-for-110-billion-mercadolibre,,MercadoLibre Eyes Moving Domicile From Delaware to Texas,20250428T183000Z,https://assets.bwbx.io/images/users/iqjWHBFdfxIU/i7o1UZSkoalk/v1/1200x799.jpg,bloomberg.com,English,United States,Latin America,English,0acc593a63c4d6ec434ea65f7cb2c40b
https://www.sinembargo.mx/4642626/la-mirada-esencial-100-anos-de-leica-una-exposicion-de-fotografia-documental/,,"  La Mirada Esencial . 100 años de Leica , una exposición de fotografía documental",20250427T134500Z,https://www.sinembargo.mx/wp-content/uploads/2025/04/leicaexpo.jpg,sinembargo.mx,Spanish,Mexico,Latin America,Spanish,6f5d0fc54190b58b9b39fd312bcf142e
https://www.domradio.de/artikel/35-millionen-menschen-bei-vatikan-terminen-von-franziskus-seit-2013,,35 Millionen Menschen bei Vatikan - Terminen von Franziskus seit 2013,20250428T184500Z,https://www.domradio.de/system/files/styles/metatag_og_image/private/image/190421-93-000077-Urbi-et-orbi.jpg?itok=mH9soMre,domradio.de,German,Germany,Latin America,German,31ebe7b4cc44ec7574796963610c92ea
http://www.op-online.de/leben/einfach-tasty/selbst-papst-franziskus-verehrte-diesen-nachtisch-cremiges-dulce-de-leche-zr-93696111.html,,Selbst Papst Franziskus verehrte diesen Nachtisch : Cremiges Dulce de Leche,20250427T080000Z,,op-online.de,German,Germany,Latin America,German,22694293c7394dc7e718d2b048a5f7d3
https://www.derwesten.de/politik/papst-neuer-nostradamus-schwarzer-naechste-id301544242.html,,"Schwarzer Papst : Nostradamus sagte voraus , was jetzt passiert",20250427T093000Z,https://www.derwesten.de/wp-content/uploads/sites/8/2025/04/schwarznostradamus.jpg,derwesten.de,German,Germany,Latin America,German,20afa63c3ceb1f88919fc270c9ff7812
https://www.bernerzeitung.ch/stromausfall-spanien-wie-in-einer-science-fiction-serie-380615071270,,Stromausfall Spanien : « Wie in einer Science - Fiction - Serie » ,20250428T184500Z,"https://cdn.unitycms.io/images/AOrILRxEq7W9SrFPBD4S6R.jpg?op=ocroped&val=1200,800,1000,748,126,0&sum=rk5p6P2_5ac",bernerzeitung.ch,German,Switzerland,Latin America,German,fa93d25f6a6a9b4e464a894cf08bfea9
https://de.euronews.com/my-europe/2025/04/27/ansturm-auf-das-grab-von-papst-franziskus-in-santa-maria-maggiore,,Ansturm auf das Grab von Papst Franziskus in Santa Maria Maggiore,20250427T170000Z,https://static.euronews.com/articles/stories/09/23/74/76/1200x675_cmsv2_5a4612ea-add9-54ab-9d63-d5707e129574-9237476.jpg,de.euronews.com,German,United States,Latin America,German,a56ae4475a97510ce3484f63d7d3a86a
http://www.merkur.de/welt/nach-tod-von-franziskus-papst-kandidat-aus-europa-gilt-als-favorit-noch-keine-60-jahre-alt-93701806.html,,Nach Tod von Franziskus : Papst - Kandidat aus Europa gilt als Favorit – noch keine 60 Jahre alt,20250427T050000Z,,merkur.de,German,Germany,Latin America,German,951fb86c4ef971bd77f49ecac888daf2
https://www.play3.de/2025/04/26/la-quimera-unerwartete-herausforderungen-neuer-shooter-der-metro-macher-kurzfristig-verschoben/,,La Quimera : „ Unerwartete Herausforderungen  - Neuer Shooter der Metro - Macher am Release - Tag verschoben,20250426T201500Z,https://www.play3.de/wp-content/uploads/2025/02/La-Quimera.jpg,play3.de,German,Germany,Latin America,German,237c44990ea046773e338f1bf46977d3
http://www.hna.de/welt/nach-tod-von-franziskus-papst-nachfolger-aus-europa-gilt-als-favorit-noch-keine-60-jahre-alt-93701807.html,,Nach Tod von Franziskus : Papst - Nachfolger aus Europa gilt als Favorit – noch keine 60 Jahre alt,20250427T053000Z,,hna.de,German,Germany,Latin America,German,d7c4515251459e9e6a426d70d7e6de57
https://n.yam.com/Article/20250428481676,,美國關稅政策連鎖效應 中國製造業轉攻內銷與新興市場,20250428T043000Z,https://imagedelivery.net/UYQOTZcPn8gGeaNtnHVGeg/3e7a14ce-1736-4ee3-1b05-ed2725609300/public,n.yam.com,Chinese,Taiwan,Latin America,Chinese,265cdf9f5f879e017080ea6ef0e290d4
https://www.alkhabarkw.com/saudi/32245.html,https://www.alkhabarkw.com/saudi/amp/32245,  الطائف  تشارك في معرض بوينس أيرس الدولي للكتاب 2025,20250428T184500Z,https://www.alkhabarkw.com/temp/resized/medium_default.png,alkhabarkw.com,Arabic,Kuwait,Latin America,Arabic,74822cc1712994e316ed791cbe017bff
https://www.tvguide.co.uk/schedule/dcc8e958-05f7-55be-8306-3c3796d3f436/caribbean-with-simon-reeve,,Caribbean with Simon Reeve,20250427T124500Z,https://tv.assets.pressassociation.io/2c47429a-59e3-5a87-9a0d-a642ea9b0a8e.jpg,tvguide.co.uk,English,United Kingdom,Caribbean,English,16a238225f1c715f60aca97d9687022c
https://www.slashgear.com/1843116/shortest-airport-runways-world/,,10 Of The Shortest Airport Runways In The World,20250427T200000Z,https://www.slashgear.com/img/gallery/10-of-the-shortest-airport-runways-in-the-world/l-intro-1745537697.jpg,slashgear.com,English,United States,Caribbean,English,09db51abda173c2f4de94800bbb532c4
https://www.independent.ie/podcasts/the-indo-daily/the-indo-daily-billionaires-beaches-and-bust-ups-inside-dermot-desmonds-caribbean-oasis/a19862356.html,https://m.independent.ie/podcasts/the-indo-daily/the-indo-daily-billionaires-beaches-and-bust-ups-inside-dermot-desmonds-caribbean-oasis/a19862356.html,"The Indo Daily : Billionaires , beaches and bust - ups – Inside Dermot Desmond Caribbean oasis",20250428T071500Z,https://focus.independent.ie/thumbor/IWYM8KhQN55eGiJBgdnbGgcI4xs=/0x73:3000x2073/629x0/prod-mh-ireland/1f3e8d82-a2f0-4009-86aa-ddc98878f6b3/30df6146-b9d5-44da-b5e7-32f9431ce2b9/1f3e8d82-a2f0-4009-86aa-ddc98878f6b3.jpg,independent.ie,English,Ireland,Caribbean,English,f5cf89953fe684f251d33cfd0a33fbca
https://www.jamaicaobserver.com/2025/04/27/rickey-teetz-ready-conquer-guyana/,,Rickey Teetz ready to conquer Guyana - Jamaica Observer,20250427T164500Z,https://www.jamaicaobserver.com/jamaicaobserver/news/wp-content/uploads/sites/4/2025/04/Ricket-Teetz-.jpg,jamaicaobserver.com,English,Jamaica,Caribbean,English,0ab63fda6faddf8a9e7908d73894c026
https://jamaica-gleaner.com/article/news/20250428/bd-trawling-makes-first-export-certified-sustainable-queen-conch-cayman,,B & D Trawling makes first export of certified - sustainable queen conch to Cayman,20250428T071500Z,https://jamaica-gleaner.com/sites/default/files/styles/250px/public/media/article_images/2025/04/28/3112804/8293263.jpg?itok=M4-FNxmF,jamaica-gleaner.com,English,Jamaica,Caribbean,English,0626d7d27e060accb31069dde637bba8
https://newsday.co.tt/2025/04/27/15-in-grand-slam-final-line-up/,,15 in Grand Slam Final line - up - Trinidad and Tobago Newsday,20250427T170000Z,https://newsday.co.tt/wp-content/uploads/2025/04/24029594-1024x683.jpg,newsday.co.tt,English,Trinidad and Tobago,Caribbean,English,e7098f637cd77b5fd03b863bc0cc140e
https://www.jamaicaobserver.com/2025/04/26/uk-government-pumps-j3-5-billion-major-agricultural-development-jamaicas-southern-plains/,,UK Government pumps $J3 . 5 billion into major agricultural development in Jamaica southern plains,20250426T234500Z,https://www.jamaicaobserver.com/jamaicaobserver/news/wp-content/uploads/sites/4/2025/04/Prime-Minister-Andrew-Holness-alongside-Agriculture-Minister-Floyd-Green-British-High-Commissioner-to-Jamaica-Judith-Slater-and-other-stakeholders-at-the-turning-.jpg,jamaicaobserver.com,English,Jamaica,Caribbean,English,caffac00b888550cf355e51109ce360a
https://larepublica.pe:443/mundo/2025/04/27/la-ciudad-conocida-como-la-miami-de-latinoamerica-por-turistas-del-mundo-sorprende-por-su-lujo-y-playas-paradisiacas-2484000,https://larepublica.pe/amp/mundo/2025/04/27/la-ciudad-conocida-como-la-miami-de-latinoamerica-por-turistas-del-mundo-sorprende-por-su-lujo-y-playas-paradisiacas-2484000,La ciudad conocida como  la Miami de Latinoamérica  por turistas del mundo : sorprende por su lujo y playas paradisiacas | Mundo,20250428T000000Z,https://imgmedia.larepublica.pe/1200x630/larepublica/original/2025/04/27/680eb5d412c8211b4a0df887.jpg,larepublica.pe,Spanish,Peru,Caribbean,Spanish,8e7515240ba8edf336e4b294db4abb8b
https://larepublica.pe/mundo/2025/04/27/la-ciudad-conocida-como-la-miami-de-latinoamerica-por-turistas-del-mundo-sorprende-por-su-lujo-y-playas-paradisiacas-2484000,https://larepublica.pe/amp/mundo/2025/04/27/la-ciudad-conocida-como-la-miami-de-latinoamerica-por-turistas-del-mundo-sorprende-por-su-lujo-y-playas-paradisiacas-2484000,La ciudad conocida como  la Miami de Latinoamérica  por turistas del mundo : sorprende por su lujo y playas paradisiacas | Mundo,20250427T233000Z,https://imgmedia.larepublica.pe/1200x630/larepublica/original/2025/04/27/680eb5d412c8211b4a0df887.jpg,larepublica.pe,Spanish,Peru,Caribbean,Spanish,94315d4d48713a54693287eb7a94e50e
https://www.nacion.com/sucesos/imn-anuncia-como-estara-el-tiempo-este-domingo-27/EGKOCFDJONFLPC35UGM5XLJ7TM/story/,,IMN anuncia cómo estará el tiempo este domingo 27 de abril en Costa Rica,20250426T231500Z,https://www.nacion.com/resizer/v2/4GAYH4VBT5D6RMKTKRIQULZ2CE.png?smart=true&auth=5ecd617cdd2e12c8c9e189af011fb0b9925329df897292988cd07e3159b902b5,nacion.com,Spanish,United States,Caribbean,Spanish,911211b67781b22f2d49fed746826c90
https://www.elheraldo.co/cultura/arte/2025/04/28/la-pintura-se-toma-el-festival-de-la-leyenda-vallenata-en-tres-acordes/,https://www.elheraldo.co/cultura/arte/2025/04/28/la-pintura-se-toma-el-festival-de-la-leyenda-vallenata-en-tres-acordes/?outputType=amp-type,La pintura se toma el Festival de la Leyenda Vallenata en  Tres acordes  ,20250428T154500Z,https://www.elheraldo.co/resizer/v2/KLZ6Q6YB2JFMLLXP55IBTFAPQU.jpg?smart=true&auth=dcdcb58c0b95b9874edfa23d4b12b6762320a94f45262bcfaddee0089e36a3d4,elheraldo.co,Spanish,Colombia,Caribbean,Spanish,d5b6ad6b63d3e78847b39ff57a0b4776
https://www.lacapital.com.ar/turismo/republica-dominicana-la-isla-del-caribe-que-siempre-brilla-n10192366.html,,República Dominicana : la isla del Caribe que siempre brilla,20250426T191500Z,https://media.lacapital.com.ar/p/0d9f30b59ea32e9aa93ad6387f76077b/adjuntos/203/imagenes/102/352/0102352599/1200x675/smart/punta_cana-002jpg.jpg,lacapital.com.ar,Spanish,Argentina,Caribbean,Spanish,50a7a17659666715ca70dd2e5b37a1db
https://nuevaya.com.ni/destacadas/soldado-muere-en-operativo-contra-cultivadores-de-marihuana-en-el-caribe-norte/,,Soldado muere en operativo contra cultivadores de marihuana en el Caribe Norte,20250426T203000Z,https://nuevaya.com.ni/wp-content/uploads/2021/02/Ejercito-Nicaragua-1280x640-1.jpg,nuevaya.com.ni,Spanish,Nicaragua,Caribbean,Spanish,06b6313f020dd844655881d7042d26ce
https://www.vol.at/piraten-am-ballermann-jack-sparrow-entert-segeljacht-mit-rum-vorrat-und-geraet-in-seenot/9360884,,Piraten am Ballermann ?  Jack Sparrow  entert Segeljacht mit Rum - Vorrat und gerät in Seenot,20250427T121500Z,https://www.vol.at/2025/04/guardia-civil-4-3-00655491-655x491.jpg,vol.at,German,Austria,Caribbean,German,30daa6ac44eb8962c5e7bd260dcc52b7
https://www.kreiszeitung.de/deutschland/wasser-wie-aus-der-karibik-die-blaue-lagune-ist-ein-aussergewoehnliches-nrw-reiseziel-93704236.html,,Wasser wie aus der Karibik : Die Blaue Lagune ist ein außergewöhnliches Reiseziel,20250428T171500Z,,kreiszeitung.de,German,Germany,Caribbean,German,fd772f669d47ee13107bebf475ea05b7
http://www.hna.de/lokales/fritzlar-homberg/fritzlar-ort45393/50-jahre-gesammelt-taucher-veroeffentlicht-bilder-von-korallenriffen-93700400.html,,50 Jahre gesammelt : Taucher veröffentlicht Bilder von Korallenriffen,20250427T134500Z,,hna.de,German,Germany,Caribbean,German,2d9dc5b8935c9fe34ff3c5afeb63c6d4
https://www.watson.ch/wissen/leben/998634427-7-seltsame-historische-fakten-von-hodenwappen-zu-4000-jahre-altem-brief,,7 seltsame historische Fakten : Von Hodenwappen zu 4000 Jahre altem Brief,20250427T124500Z,"https://www.watson.ch/imgdb/a08e/Z1200,675/4785511323686764",watson.ch,German,Switzerland,Caribbean,German,0c5dde27d934173b85388a0c7698076e
https://www.welt.de/kultur/article256029018/Castorfs-Dantons-Tod-Grossartiges-und-Schreckliches-liegen-nah-beieinander.html,,Castorfs „ Dantons Tod : Großartiges und Schreckliches liegen nah beieinander,20250428T154500Z,https://img.welt.de/img/kultur/mobile256028994/9427936927-ci16x9-w1200/Dantons-Tod.jpg,welt.de,German,Germany,Caribbean,German,f0ea4e8a64dce2369ce7f98fdfcc4174
https://www.lvz.de/reise/k-gari-die-groesste-sandinsel-der-welt-ist-in-australien-DRIR2DYN5ZADJIVUDE5ZMJVZTE.html,https://www.lvz.de/reise/k-gari-die-groesste-sandinsel-der-welt-ist-in-australien-DRIR2DYN5ZADJIVUDE5ZMJVZTE.html?outputType=valid_amp,Kgari : Die grte Sandinsel der Welt ist in Australien,20250427T080000Z,https://www.lvz.de/resizer/v2/TNVDCXKQSFDGLD6WS4TZVPSSFU.jpg?auth=4515cd77935b9ba3c65c683d08ac23053879b05b21ccb55abeb794fed927c901&quality=70&smart=true,lvz.de,German,Germany,Caribbean,German,6c61b62c5920201e92414bdac758634c
https://www.maz-online.de/reise/k-gari-die-groesste-sandinsel-der-welt-ist-in-australien-DRIR2DYN5ZADJIVUDE5ZMJVZTE.html,https://www.maz-online.de/reise/k-gari-die-groesste-sandinsel-der-welt-ist-in-australien-DRIR2DYN5ZADJIVUDE5ZMJVZTE.html?outputType=valid_amp,Kgari : Die grte Sandinsel der Welt ist in Australien,20250427T090000Z,https://www.maz-online.de/resizer/v2/TNVDCXKQSFDGLD6WS4TZVPSSFU.jpg?auth=4515cd77935b9ba3c65c683d08ac23053879b05b21ccb55abeb794fed927c901&quality=70&smart=true,maz-online.de,German,Germany,Caribbean,German,b972646acc73a82aaa03d19e4a4fce64
https://finance.sina.com.cn/tech/roll/2025-04-28/doc-ineustcc6828062.shtml,,自选历险体验游戏哪些值得玩 最热自选历险体验游戏推荐,20250428T044500Z,,finance.sina.com.cn,Chinese,China,Caribbean,Chinese,f47dfee3d8bada058bd44ce07f7aa00c
https://finance.sina.com.cn/tech/roll/2025-04-28/doc-ineusxku9029274.shtml,,恋旧情怀游戏哪个好 十大必玩恋旧情怀游戏排行榜前十,20250428T050000Z,,finance.sina.com.cn,Chinese,China,Caribbean,Chinese,f5c0c5d6095d0070e5ce9607356bfc8b
https://finance.sina.com.cn/tech/roll/2025-04-28/doc-ineustaw9153735.shtml,,恋旧情怀游戏哪些值得玩 下载量高的恋旧情怀游戏排行,20250428T044500Z,,finance.sina.com.cn,Chinese,China,Caribbean,Chinese,82e37b5eaca5293172043e1bf39751e3
https://www.dagospia.com/cronache/suicidio-virginia-giuffre-vittima-degli-abusi-sessuali-epstein-dei-suoi-432712,https://m.dagospia.com/cronache/suicidio-virginia-giuffre-vittima-degli-abusi-sessuali-epstein-dei-suoi-432712,"Il suicidio di virginia giuffre , vittima degli abusi sessuali di epstein e dei suoi amici , e  una ... ",20250427T163000Z,https://static.dagospia.com/img/patch/01-2023/principe-andrea-virginia-giuffre-ghislaine-maxwell-1782011_600_q50.webp,dagospia.com,Italian,Italy,Caribbean,Italian,3cba4f5107ee718cb74a6f0e2a86aa49
https://www.ilgiornaledivicenza.it/territorio-vicentino/vicenza/antonio-sperti-liceo-arzignano-operazione-cuore-proposta-matrimonio-ospedale-vicenza-1.12662078,https://www.ilgiornaledivicenza.it/territorio-vicentino/vicenza/antonio-sperti-liceo-arzignano-operazione-cuore-proposta-matrimonio-ospedale-vicenza-1.12662078/amp,Si risveglia dallanestesia e chiede di sposare la fidanzata,20250427T034500Z,https://gfx.ilgiornaledivicenza.it/image/contentid/policy:1.12662093:1745687588/image.jpg?f=16x9&$p$f$h$w=7061f55,ilgiornaledivicenza.it,Italian,Italy,Caribbean,Italian,350ed156dec18bc9ff980c9e87878ee1
https://www.lastampa.it/il-gusto/2025/04/27/news/torino_22_locali_dove_mangiare_e_bere_in_citta-424151277/,https://www.lastampa.it/il-gusto/2025/04/27/news/torino_22_locali_dove_mangiare_e_bere_in_citta-424151277/amp/,"Torino , 22 locali dove mangiare e bere in città",20250427T074500Z,https://www.repstatic.it/content/contenthub/img/2025/04/27/090112298-d6a1b4fc-0698-4dc6-80d9-e02d83ee1301.jpg,lastampa.it,Italian,Italy,Caribbean,Italian,750da2ff182ccc969b017a3e33839700
https://www.linkiesta.it/2025/04/il-pasticcio-degli-abocantes-nel-tequila/,,Il pasticcio degli abocantes nel Tequila,20250428T031500Z,https://www.linkiesta.it/wp-content/uploads/2025/04/scott-tobin-hrosmavjhlo-unsplash.jpg,linkiesta.it,Italian,Italy,Caribbean,Italian,e10bddf3351799aee47122f610232ea1
https://www.ilgiorno.it/milano/cronaca/fondazione-rava-25-anni-mg9josjo,,I 25 anni di Fondazione Rava . E c  è anche Raoul Bova :    Tutto qui parla di famiglia  ,20250428T031500Z,https://www.ilgiorno.it/image-service/view/acePublic/alias/contentid/ODFhMWViOTQtODU1Yy00/0/bova.jpeg,ilgiorno.it,Italian,Italy,Caribbean,Italian,9afca8876bf8bf59db403eb6fd9fc348
