url,url_mobile,title,seendate,socialimage,domain,language,sourcecountry,keyword,target_language,content_hash
https://www.prnewswire.com/news-releases/jianpu-technology-inc-files-2024-annual-report-on-form-20-f-302439600.html,,Jianpu Technology Inc . Files 2024 Annual Report on Form 20 - F,20250428T114500Z,,prnewswire.com,English,United States,technology,English,067f5b421ab8f1ee9c0e983fe3c623b8
https://www.globenewswire.com/news-release/2025/04/28/3069419/28124/en/Aegon-Digital-Transformation-Strategy-Profile-2025-Accelerators-Incubators-and-Innovation-Programs.html,,Aegon Digital Transformation Strategy Profile 2025 : ,20250428T154500Z,https://ml.globenewswire.com/Resource/Download/908fb457-7f8e-4a08-9081-5565e3dfb3d7,globenewswire.com,English,United States,technology,English,a9f37cb2c6a02027011a94d428143b90
https://www.mondaq.com:443/unitedstates/corporate-and-company-law/1616364/peering-into-the-future-how-the-pace-of-automation-affects-ma-due-diligence,,Peering Into The Future : How The Pace Of Automation Affects M & A Due Diligence,20250428T041500Z,http://www.mondaq.com/images/profile/companythumb/7122.webp?v=20241101121959,mondaq.com,English,United States,technology,English,5ad3fa75882e3fe246ca37038fa612f5
https://www.businesstoday.in/tech-today/news/story/unless-the-hardware-is-cred-founder-kunal-shah-says-human-mindset-is-the-real-barrier-to-ais-future-473747-2025-04-26,https://www.businesstoday.in/amp/tech-today/news/story/unless-the-hardware-is-cred-founder-kunal-shah-says-human-mindset-is-the-real-barrier-to-ais-future-473747-2025-04-26,  Unless the hardware is ...:  CRED founder Kunal Shah says human mindset is the real barrier to AI future -  Unless the hardware is ...:  CRED founder Kunal Shah says human mindset is the real barrier to AI future BusinessToday,20250426T203000Z,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202504/680d078ce8da4-artificial-intelligence-continues-to-be-shaped-and-limited-by-human-usage-261918946-16x9.jpeg,businesstoday.in,English,India,technology,English,80f5d580b62c8698e1a7c8bd3c12a5a6
https://en.dailypakistan.com.pk/28-Apr-2025/india-now-blames-chinese-technology-for-aiding-militants-in-pahalgam-attack,,India now blames Chinese Technology for aiding militants in Pahalgam Attack,20250428T113000Z,https://en.dailypakistan.com.pk/wp-content/uploads/2025/04/india-now-blames-chinese-technology-for-aiding-militants-in-pahalgam-attack-news-278989-850x452.jpg,en.dailypakistan.com.pk,English,Pakistan,technology,English,26bb16aa6c6a675c06fe3d9a49394ded
https://www.scmp.com/news/hong-kong/hong-kong-economy/article/3308093/hong-kong-urged-act-fast-zhejiang-tech-firms-amid-us-china-trade-war,https://amp.scmp.com/news/hong-kong/hong-kong-economy/article/3308093/hong-kong-urged-act-fast-zhejiang-tech-firms-amid-us-china-trade-war,Hong Kong urged to act fast for Zhejiang tech firms amid US - China trade war,20250428T030000Z,https://cdn.i-scmp.com/sites/default/files/styles/og_image_scmp_generic/public/d8/images/canvas/2025/04/27/57499e77-ca9f-46fb-a6f2-10afeb5693ad_5e6b61d1.jpg?itok=ipxtpxVo&v=1745744519,scmp.com,English,China,technology,English,7e0960f71d73ec7272c76fe3d0597d63
https://www.financialexpress.com/policy/economy-bta-with-us-may-be-rich-in-tech-content-3824239/,https://www.financialexpress.com/policy/economy-bta-with-us-may-be-rich-in-tech-content-3824239/lite/,Trade deal with US may be rich in tech content,20250427T171500Z,https://www.financialexpress.com/wp-content/uploads/2025/04/trades.reutrs_1e7844.jpg,financialexpress.com,English,India,technology,English,f6e651a44036c661dd0d62f6ae387aab
https://www.zonebourse.com/cours/indice/S-P-500-4985/actualite/Les-actions-reculent-avant-l-ouverture-alors-que-les-investisseurs-se-preparent-aux-resultats-des-49737096/,,Les actions reculent avant louverture alors que les investisseurs se préparent aux résultats des grandes entreprises technologiques et à la publication de données économiques clés,20250428T120000Z,https://cdn.zonebourse.com/static/resize/0/0/images/reuters/2017-02-08T201830Z_1_LYNXMPED171GD_RTROPTP_2_USA-STOCKS.JPG,zonebourse.com,French,France,technology,French,21ab96f61a879e4286d6c2d6d5f3ecf5
https://www.bfmtv.com/economie/professionnels/focus-entreprises/pionnier-du-deep-learning-dans-la-publicite-digitale-rtb-house-reinvente-le-retargeting_AB-202504280002.html,,"Pionnier du Deep Learning dans la publicité digitale , RTB House réinvente le retargeting",20250428T084500Z,https://images.bfmtv.com/78SKfXSSrwMhU23iTGHRvZUdXsU=/2x1:1714x964/1712x0/images/RTB-House-2070590.jpg,bfmtv.com,French,France,technology,French,35694afbb8a49ff0253529790686a333
https://www.sudouest.fr/charente-maritime/la-rochelle/la-rochelle-agglo-la-technopole-vise-une-dimension-departementale-24173404.php,,La Rochelle Agglo  : la Technopole vise une dimension départementale,20250428T120000Z,https://media.sudouest.fr/24173404/1200x-1/guenole-havard-noelle-corlay-et-jean-luc-algay-technopole-la-rochelle.jpg,sudouest.fr,French,France,technology,French,447de312ca8e50370dd4e0b06a682829
https://www.lessentiel.lu/fr/story/auto-l-a6-un-break-biberonne-a-la-technologie-103331310,,Audi A6 Avant e - tron  : le break haute technologie,20250427T091500Z,https://image.lessentiel.lu/2025/04/24/2c83a190-b92c-4bdd-8090-a818b3703e89.jpeg?auto=format%2Ccompress%2Cenhance&fit=crop&rect=0%2C0%2C1280%2C720&crop=faces&s=f29a25c127fd6f09892ee6ba6b91a67e,lessentiel.lu,French,Luxembourg,technology,French,2adecf3ed47aa11d75364f7c2e127798
