url,url_mobile,title,seendate,socialimage,domain,language,sourcecountry,theme_id,theme_description,target_language,content_hash
https://www.philstar.com/opinion/2025/04/27/2438626/bullying-national-emergency,https://www.philstar.com/opinion/2025/04/27/2438626/bullying-national-emergency/amp/,Bullying : A national emergency,20250426T171500Z,,philstar.com,English,Philippines,BULLYING,Bullying and intimidation,English,b77a8c3f90ae96da30df78b15ef5ad2c
https://www.manilatimes.net/2025/04/27/opinion/editorial/a-national-priority/2099994,https://www.manilatimes.net/2025/04/27/opinion/editorial/a-national-priority/2099994/amp,A national priority | The Manila Times,20250426T164500Z,https://www.manilatimes.net/manilatimes/uploads/images/2025/04/26/606517.jpg,manilatimes.net,English,Philippines,BULLYING,Bullying and intimidation,English,5241df7b5d36ddccfcd93ef979982f53
https://nypost.com/2025/04/22/entertainment/john-cena-confesses-he-got-hair-transplant-surgery-after-bullying-from-wwe-fans/,,John Cena confesses he got hair transplant surgery after  bullying  from WWE fans,20250423T021500Z,https://nypost.com/wp-content/uploads/sites/2/2025/04/103123178-1.jpg?quality=75&strip=all,nypost.com,English,United States,BULLYING,Bullying and intimidation,English,f26e22291183fed9a37188a5a825f5f7
https://ohnotheydidnt.livejournal.com/130420972.html,,John Cena gets hair transplant after fans bully him over bald spot,20250423T013000Z,https://l-files.livejournal.net/og_image/3616053/509456?v=1745365767,ohnotheydidnt.livejournal.com,English,Russia,BULLYING,Bullying and intimidation,English,08581e96546bfc0d18239a23ecac98a5
https://www.yahoo.com/news/bullying-found-fire-during-inspection-095610573.html,,Bullying found in fire service during inspection,20250423T103000Z,https://s.yimg.com/ny/api/res/1.2/BlFktqJW8wh1KvufVCqp7w--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD02NzU-/https://media.zenfs.com/en/bbc_us_articles_995/d64190474d4d88f0f8aedab0f1eb9a24,yahoo.com,English,United States,BULLYING,Bullying and intimidation,English,37c6cbe6480bfa9b0957f33554aeae1d
https://www.tmz.com/2025/04/21/john-cena-hair-transplant/,https://amp.tmz.com/2025/04/21/john-cena-hair-transplant/,John Cena Says WWE Fans Bullied Him Into Hair Transplant,20250421T191500Z,https://imagez.tmz.com/image/57/16by9/2025/04/21/5703d9a768c147ea8ca18640b0f3fe74_xl.jpg,tmz.com,English,United States,BULLYING,Bullying and intimidation,English,65997265b79b0c6d49b42b33bf062cbb
https://www.francetvinfo.fr/societe/antisemitisme/les-politiques-expriment-leur-plein-soutien-a-yael-braun-pivet-de-nouveau-victime-de-menaces-antisemites_7210932.html,,"Les politiques expriment leur  plein soutien  à Yaël Braun - Pivet , de nouveau victime de menaces antisémites",20250425T200000Z,https://www.francetvinfo.fr/pictures/1V8SC4dhxpcijBG3OZj0NvwaFxs/0x100:4528x2644/1500x843/2025/04/25/maxnewsspecialtwo157755-680bd60cbcd5c300633820.jpg,francetvinfo.fr,French,France,BULLYING,Bullying and intimidation,French,86c046fcc480a8620986747711896dd5
https://www.20minutes.fr/societe/4150410-20250425-yael-braun-pivet-devoile-menaces-visant-denonce-antisemitisme-immonde,,Yaël Braun - Pivet dévoile les menaces la visant et dénonce un  antisémitisme immonde ,20250425T150000Z,https://img.20mn.fr/5ZmbO-tgRLCea7do-5FZ-yk/1444x920_yael-braun-pivet-en-dedicace-au-festival-du-livre-2025-au-grand-palais-a-paris-le-12-avril-2025-yael-braun-pivet-signing-at-the-2025-book-festival-at-the-grand-palais-in-paris-on-april-12-2025-lefouillethierry-sipa-6169-credit-thierry-le-fouille-sipa-2504150856,20minutes.fr,French,France,BULLYING,Bullying and intimidation,French,b1527ae2a8bb952081670ce52de6a861
https://www.20minutes.fr/societe/4150410-20250425-yael-braun-pivet-devoile-menaces-visant-denonce-antisemitisme-immonde,,Yaël Braun - Pivet dévoile les menaces la visant et dénonce un  antisémitisme immonde ,20250425T160000Z,https://img.20mn.fr/5ZmbO-tgRLCea7do-5FZ-yk/1444x920_yael-braun-pivet-en-dedicace-au-festival-du-livre-2025-au-grand-palais-a-paris-le-12-avril-2025-yael-braun-pivet-signing-at-the-2025-book-festival-at-the-grand-palais-in-paris-on-april-12-2025-lefouillethierry-sipa-6169-credit-thierry-le-fouille-sipa-2504150856,20minutes.fr,French,France,BULLYING,Bullying and intimidation,French,2f030676965403e91b843a7250d56f63
https://www.valeursactuelles.com/politique/eliminer-cette-putain-de-juive-yael-braun-pivet-une-nouvelle-fois-visee-par-des-menaces-antisemites,, « Éliminer cette putain de juive » : Yaël Braun - Pivet une nouvelle fois visée par des menaces antisémites,20250425T163000Z,https://www.valeursactuelles.com/assets/uploads/2025/04/SIPA_01206420_000031-1.jpg,valeursactuelles.com,French,France,BULLYING,Bullying and intimidation,French,eeca0f8f516c940ef63cc33c66355fe1
