text,type,start,end,method,article_url,article_domain,context
Nord America,PERSON,73,85,simple,https://www.borsaitaliana.it/borsa/notizie/radiocor/economia/dettaglio/aeroporti-enac-traffico-cargo-in-calo-del-16-con-il-nord-america-nRC_26042025_1101_195695343.html,borsaitaliana.it,"[UNTRANSLATED] Aeroporti : Enac , traffico cargo in calo del 16 % con il Nord America"
Milan,LOCATION,48,53,simple,https://www.varesenews.it/2025/04/guasto-al-passante-ferroviario-a-milano-traffico-ferroviario-difficoltoso/2222359/,varesenews.it,"[UNTRANSLATED] Guasto al passante ferroviario a Milano , traffico ferroviario difficoltoso"
Gran San Bernardo,PERSON,62,79,simple,https://www.ansa.it/valledaosta/notizie/2025/04/26/riapre-dopo-nove-giorni-di-stop-il-traforo-del-gran-san-bernardo_f3f2d331-23ec-441d-8556-10a7017b1a94.html,ansa.it,[UNTRANSLATED] Riapre dopo nove giorni di stop il traforo del Gran San Bernardo - Notizie
Gran San Bernardo,PERSON,65,82,simple,https://www.meteoweb.eu/2025/04/maltempo-riapre-traforo-gran-san-bernardo/1001782552/,meteoweb.eu,"[UNTRANSLATED] Maltempo , riapre dopo nove giorni il traforo del Gran San Bernardo"
Santa Catarina,PERSON,87,101,simple,https://g1.globo.com/sc/santa-catarina/noticia/2025/04/25/dono-de-supermercado-no-pr-morre-em-acidente-de-transito-joinville.ghtml,g1.globo.com,[UNTRANSLATED] Dono de supermercado no PR morre em acidente de trânsito em Joinville | Santa Catarina
Be Misused On,PERSON,46,59,simple,https://www.livelaw.in/high-court/chattisgarh-high-court/chhattisgarh-high-court-ruling-compassionate-appointment-extreme-caution-cannot-be-granted-employed-member-unsupportive-289911,livelaw.in,[UNTRANSLATED] Compassionate Appointment Cant Be Misused On Ground That Already Employed Family Member Is Financially Unsupportive : Chattisgarh HC
Ground That Already,PERSON,60,79,simple,https://www.livelaw.in/high-court/chattisgarh-high-court/chhattisgarh-high-court-ruling-compassionate-appointment-extreme-caution-cannot-be-granted-employed-member-unsupportive-289911,livelaw.in,[UNTRANSLATED] Compassionate Appointment Cant Be Misused On Ground That Already Employed Family Member Is Financially Unsupportive : Chattisgarh HC
Employed Family Member,PERSON,80,102,simple,https://www.livelaw.in/high-court/chattisgarh-high-court/chhattisgarh-high-court-ruling-compassionate-appointment-extreme-caution-cannot-be-granted-employed-member-unsupportive-289911,livelaw.in,[UNTRANSLATED] Compassionate Appointment Cant Be Misused On Ground That Already Employed Family Member Is Financially Unsupportive : Chattisgarh HC
Is Financially Unsupportive,PERSON,103,130,simple,https://www.livelaw.in/high-court/chattisgarh-high-court/chhattisgarh-high-court-ruling-compassionate-appointment-extreme-caution-cannot-be-granted-employed-member-unsupportive-289911,livelaw.in,[UNTRANSLATED] Compassionate Appointment Cant Be Misused On Ground That Already Employed Family Member Is Financially Unsupportive : Chattisgarh HC
Boss Canceled My,PERSON,17,33,simple,https://www.boredpanda.com/boss-cancels-doctor-appointment/,boredpanda.com,[UNTRANSLATED]   Boss Canceled My Doctor Appointment Without My Consent  
