entity,type,count,num_sources,source_diversity,trust_score
Tesla,ORGANIZATION,1,1,1.0,0.12
Black Woman Settles,PERSON,1,1,1.0,0.12
Suit Against Tesla,PERSON,1,1,1.0,0.12
After Accusing Her,PERSON,1,1,1.0,0.12
Greeting Her With,PERSON,1,1,1.0,0.12
Slave House,PERSON,1,1,1.0,0.12
That Not All,PERSON,1,1,1.0,0.12
RT,ORGANIZATION,1,1,1.0,0.12
Grand Cactus,PERSON,1,1,1.0,0.12
Monique Wittig,PERSON,1,1,1.0,0.12
Estados Unidos,PERSON,1,1,1.0,0.12
Mexico,LOCATION,1,1,1.0,0.12
Anuncia Sheinbaum,PERSON,1,1,1.0,0.12
Bayer,ORGANIZATION,1,1,1.0,0.12
Wie Musliminnen,PERSON,1,1,1.0,0.12
Vertex Minerals Limited,ORGANIZATION,1,1,1.0,0.12
Identifies Fully Developed,PERSON,1,1,1.0,0.12
Stope Block,PERSON,1,1,1.0,0.12
Automating Hardware,PERSON,1,1,1.0,0.12
Molecular Partners,ORGANIZATION,1,1,1.0,0.12
Singapore,LOCATION,1,1,1.0,0.12
Packaging Role,PERSON,1,1,1.0,0.12
Effective Use,PERSON,1,1,1.0,0.12
Home Test Kits,PERSON,1,1,1.0,0.12
Why Are People,PERSON,1,1,1.0,0.12
Leaving All Religions,PERSON,1,1,1.0,0.12
Formerly Devoted Churchgoers,PERSON,1,1,1.0,0.12
Share What The,PERSON,1,1,1.0,0.12
Straw That Broke,PERSON,1,1,1.0,0.12
The Camel Back,PERSON,1,1,1.0,0.12
Was For Them,PERSON,1,1,1.0,0.12
Mahmoud Moh,PERSON,1,1,1.0,0.12
