url,url_mobile,title,seendate,socialimage,domain,language,sourcecountry,theme_id,theme_description,target_language,content_hash,keyword
https://khovar.tj/rus/2025/04/v-bohtare-proshla-nauchno-teoreticheskaya-konferentsiya-posvyashhennaya-razvitiyu-nauki/,,"В Бохтаре прошла научно - теоретическая конференция , посвященная развитию науки",20250421T123000Z,,khovar.tj,Russian,Tajikistan,SCIENCE,Scientific themes and research,Russian,039f9df4ecdaed74dc58e97d9898c784,
https://www.ridus.ru/kovalchuk-otkryl-pervyj-filial-politehnicheskogo-muzeya-v-novgorode-611767.html,https://amp.ridus.ru/kovalchuk-otkryl-pervyj-filial-politehnicheskogo-muzeya-v-novgorode-611767.html,Ковальчук открыл первый филиал Политехнического музея в Новгороде,20250426T153000Z,https://www.ridus.ru/img/nophoto.jpg,ridus.ru,Russian,Russia,SCIENCE,Scientific themes and research,Russian,947e1460e3a41339e97570fdd004cfa5,
https://www.interfax.ru/russia/1022533,https://www.interfax.ru/amp/1022533,В России составят перечень приоритетных профессий для научно - технологического развития,20250424T111500Z,https://www.interfax.ru/aspimg/1022533.png,interfax.ru,Russian,Russia,SCIENCE,Scientific themes and research,Russian,6f35c51796ffe68718ce7e68206bfa21,
https://kazpravda.kz/n/desyatitomnyy-sbornik-kanysha-satpaeva-izdan-na-semi-yazykah-mira/,,Десятитомный сборник Каныша Сатпаева издан на семи языках мира,20250425T133000Z,https://example.com/image.jpg,kazpravda.kz,Russian,Kazakhstan,SCIENCE,Scientific themes and research,Russian,6aa0d9ae1a77f2933faeb080017bb7b0,
https://rg.ru/2025/04/22/reg-ufo/v-astrahanskoj-oblasti-v-rajone-ostrova-ukatnyj-propal-uchenyj.html,https://rg.ru/amp/2025/04/22/reg-ufo/v-astrahanskoj-oblasti-v-rajone-ostrova-ukatnyj-propal-uchenyj.html,В Астраханской области во время экспедиции пропал ученый РГО Петр Бухарицин,20250422T094500Z,,rg.ru,Russian,Russia,SCIENCE,Scientific themes and research,Russian,50de2633bcc9fbbac80c6d355aa17574,
https://www.culture.ru/live/broadcast/127225/rod-semyonovykh-tyan-shanskikh-na-sluzhbe-rossiiskoi-geograficheskoi-nauki,,"Прямые трансляции : смотреть онлайн и бесплатно трансляции и записи концертов , лекций , фестивалей в разделе « Культурный стриминг » ",20250423T201500Z,,culture.ru,Russian,Russia,SCIENCE,Scientific themes and research,Russian,9e803f15b9e6c31c2646bce14fd81725,
https://www.ng.ru/news/815198.html,,Рособрнадзор готов проработать интегрированный ЕГЭ по физике и информатике Музаев / Новости / Независимая газета,20250426T093000Z,,ng.ru,Russian,Russia,SCIENCE,Scientific themes and research,Russian,0dbced1db1c24dc38f9ddb413b091a8b,
http://j.people.com.cn/n3/2025/0428/c95952-20308299.html,,中国の貨物宇宙船 「 軽舟 」 が初公開 年内にプロトタイプの初試験飛行へ -- 人民網日本語版 -- 人民日報,20250428T050000Z,,j.people.com.cn,Japanese,China,SCIENCE,Scientific themes and research,Japanese,c83289638efcdf5e2595b37a4ee2eb5e,
https://mainichi.jp/articles/20250422/spp/sp0/006/348000c,,市川團十郎 「 2回に分けて ？ すごーい !!」 長女のTV出演告知に反響 「 どんどん可愛く 」「 ママそっくり 」（ スポニチ ） ,20250422T151500Z,https://cdn.mainichi.jp/vol1/2025/04/18/20250418s10041000052000p/0c10.jpg?1,mainichi.jp,Japanese,Japan,SCIENCE,Scientific themes and research,Japanese,3d00730b43273d01b9a6704a5a16e2ef,
http://j.people.com.cn/n3/2025/0428/c95952-20308333.html,,中国の冷凍能力1万ワット以上のヘリウム冷凍機が初公開 -- 人民網日本語版 -- 人民日報,20250428T050000Z,,j.people.com.cn,Japanese,China,SCIENCE,Scientific themes and research,Japanese,0ce58d8fa71f36551803dcff9cdecaf7,
