url,url_mobile,title,seendate,socialimage,domain,language,sourcecountry,theme_id,theme_description,target_language,content_hash,keyword
https://www.independent.ie/world-news/middle-east/israeli-airstrike-kills-10-people-at-gaza-school-sheltering-displaced-families/a1925549363.html,https://m.independent.ie/world-news/middle-east/israeli-airstrike-kills-10-people-at-gaza-school-sheltering-displaced-families/a1925549363.html,Israel Hamas war : Airstrike kills 10 people at Gaza school sheltering displaced families,20250424T020000Z,https://focus.independent.ie/thumbor/PFLcCaEyhF2d5Udz72nbky8DEIM=/629x460/smart/prod-mh-ireland/069e4b06-8000-41fd-a626-6c4386b5d950/f074c282-80fc-4181-b02a-6c0926207c7b/IANS-GAZA%20%2860%29.jpg,independent.ie,English,Ireland,DISPLACED,Displaced persons and forced migration,English,87a9a8a2c5c7005dc559824e0629733f,
https://www.wkyc.com/article/news/local/cleveland/cleveland-firefighter-injured-family-displaced-house-fire-cleveland-east-side-woodland-hills/95-af105b3a-0de2-4821-9e4d-5e46ae4e07d3,,Cleveland firefighter hurt in Woodland Hills house fire,20250422T234500Z,https://media.wkyc.com/assets/WKYC/images/bbe538de-68a8-4958-a73a-3fdf569313b5/20250422T211535/bbe538de-68a8-4958-a73a-3fdf569313b5_1140x641.jpg,wkyc.com,English,United States,DISPLACED,Displaced persons and forced migration,English,9f961b49e1229c94586f74ceecc5c636,
https://www.middleeastmonitor.com/20250425-un-sudans-zamzam-displacement-camp-nearly-emptied-after-rsf-takeover/,https://www.middleeastmonitor.com/20250425-un-sudans-zamzam-displacement-camp-nearly-emptied-after-rsf-takeover/amp/,UN : Sudan Zamzam displacement camp  nearly emptied  after RSF takeover – Middle East Monitor,20250425T154500Z,https://www.middleeastmonitor.com/wp-content/uploads/2025/02/GettyImages-2199492369-scaled-e1740648436465.jpg,middleeastmonitor.com,English,Israel,DISPLACED,Displaced persons and forced migration,English,3921c21a7ff8e3fe3aa597930b77168a,
https://allafrica.com/stories/202504240446.html,,Sudan : Renewed RSF Shelling Kills At Least 55 in North Darfur,20250424T150000Z,https://cdn.allafrica.com/download/pic/main/main/csiid/00670076:8c9bf43fac4841ba24fcf55d20510afa:arc614x376:w1200.jpg,allafrica.com,English,Nigeria,DISPLACED,Displaced persons and forced migration,English,c722206db6a274934b2111dade6b53c2,
https://allafrica.com/stories/202504220012.html,,Sudan : Missing People of Zamzam -  I Am Still Searching for My Four Children  ,20250422T051500Z,,allafrica.com,English,Nigeria,DISPLACED,Displaced persons and forced migration,English,099e53a9a4ec1ca6cda13eeadc15b49f,
https://reliefweb.int/report/colombia/years-progress-protection-and-integration-displaced-people-colombia-risk-unhcr-warns-enar,,"Years of progress in protection and integration of displaced people in Colombia at risk , UNHCR warns [ EN / AR ] - Colombia",20250425T220000Z,https://reliefweb.int/sites/default/files/styles/large/public/images/reports/86/c6/86c627b5-bbb6-4617-978e-a33d0725b070.webp,reliefweb.int,English,Syria,DISPLACED,Displaced persons and forced migration,English,873373f2bd8437d0a4430a782042bf3a,
https://www.independent.ie/world-news/middle-east/israeli-strikes-across-gaza-kill-displaced-families-sheltering-at-police-station-and-school/a1925549363.html,https://m.independent.ie/world-news/middle-east/israeli-strikes-across-gaza-kill-displaced-families-sheltering-at-police-station-and-school/a1925549363.html,Israel Hamas war : Airstrike kills 10 people at Gaza school sheltering displaced families,20250424T104500Z,https://focus.independent.ie/thumbor/-PNKCbypLbnaPwpAKR-wghK11jw=/629x460/smart/prod-mh-ireland/069e4b06-8000-41fd-a626-6c4386b5d950/0a5eec11-e911-447a-addc-c64944266334/IANS-GAZA%20%2860%29.jpg,independent.ie,English,Ireland,DISPLACED,Displaced persons and forced migration,English,a53ea63871bcdb34e782614360622a3a,
https://reliefweb.int/disaster/ff-2025-000055-som,,Somalia : Flash Floods - Apr 2025,20250424T020000Z,https://reliefweb.int/modules/custom/reliefweb_meta/images/disaster-type/FF.png,reliefweb.int,English,Syria,DISPLACED,Displaced persons and forced migration,English,5290cc2fcdf87a8f9c1f2734f4b5d94b,
https://www.fox61.com/article/news/local/hartford-county/hartford/fire-hartford-neighborhood-leaves-2-people-displaced-injures-2-firefighters/520-f372d1d0-b9d8-4474-95e1-ff6f7dbf4f59,,"Fire in Hartford neighborhood leaves 2 people displaced , injures 2 firefighters",20250424T023000Z,https://media.tegna-media.com/assets/WTIC/images/41747b3f-6dd9-4499-9ac3-298cbe4995fe/20250423T214814/41747b3f-6dd9-4499-9ac3-298cbe4995fe_1140x641.jpg,fox61.com,English,United States,DISPLACED,Displaced persons and forced migration,English,3b84a02431c662eb51cdde635bf29506,
https://fr.allafrica.com/stories/202504250090.html,,Soudan : La Salle dUrgence du camp de Zamzam met en oeuvre un projet de distribution de moutons pour les familles fuyant le camp,20250425T101500Z,,fr.allafrica.com,French,Nigeria,DISPLACED,Displaced persons and forced migration,French,f5049564cbd1a51b41c34d88b70f2990,
https://www.leprogres.fr/economie/2025/04/23/travaux-les-maternelles-de-l-ecole-daudet-feront-leur-rentree-aux-dimes,,Bourg - en - Bresse . Travaux  : les maternelles de l  école Daudet feront leur rentrée aux Dîmes,20250423T143000Z,https://cdn-s-www.leprogres.fr/images/D2CE58F7-655C-4BA9-916E-8773475B9094/FB1200/photo-1745415231.jpg,leprogres.fr,French,France,DISPLACED,Displaced persons and forced migration,French,70ff814d310c5399f4203087767bda7b,
https://fr.allafrica.com/stories/202504270069.html,,"Soudan : Al - Burhan lance une initiative pour soutenir les familles des martyrs , les personnes déplacées et celles touchées par la guerre",20250427T140000Z,,fr.allafrica.com,French,Nigeria,DISPLACED,Displaced persons and forced migration,French,5f4e9caa039d7c072614339e2361862a,
https://bamada.net/la-prise-en-charge-des-grossesses-sur-les-sites-de-deplaces-est-un-defi-majeur,,La prise en charge des grossesses sur les sites de déplacés est un défi majeur,20250428T003000Z,,bamada.net,French,Mali,DISPLACED,Displaced persons and forced migration,French,015fdce4d66160c46db11b7403817851,
https://fr.allafrica.com/stories/202504270066.html,,Afrique de lEst : Une réunion régionale discute des répercussions de la réduction de laide américaine au Soudan,20250427T140000Z,,fr.allafrica.com,French,Nigeria,DISPLACED,Displaced persons and forced migration,French,6869de46b834449fb001753dc88a64c2,
https://www.telesurtv.net/8-ninos-palestinos-murieron-quemados-vivos/,,8 niños palestinos murieron quemados vivos por el fuego israelí,20250421T214500Z,https://ikona.telesurtv.net/content/uploads/2025/04/derechos1-1024x683.webp,telesurtv.net,Spanish,United States,DISPLACED,Displaced persons and forced migration,Spanish,8f9674eec08a927e6166d32ee7bcce86,
https://www.notimerica.com/sociedad/noticia-colombia-acnur-advierte-riesgo-echar-perder-anos-progreso-integracion-desplazados-colombia-20250425142911.html,,ACNUR advierte del riesgo de echar a perder  años de progreso e integración  de los desplazados en Colombia,20250425T153000Z,https://img.europapress.es/fotoweb/fotonoticia_20250425142911_1200.jpg,notimerica.com,Spanish,Colombia,DISPLACED,Displaced persons and forced migration,Spanish,4150ad358e7d0692c2b0ba7f2b17236c,
https://www.elpais.com.uy/mundo/mas-de-50-000-desplazados-en-el-centro-de-haiti-en-solo-dos-semanas-denuncia-naciones-unidas,,"Más de 50 . 000 desplazados en el centro de Haití en solo dos semanas , denuncia Naciones Unidas",20250423T073000Z,https://el-pais-uruguay-production-web.s3.us-east-1.amazonaws.com/brightspot/d2/e5/a3a4e94b4dcc843812b93c178971/68e91e3e-8c67-4d8e-9d4d-1dd4950c90de.jpg,elpais.com.uy,Spanish,Uruguay,DISPLACED,Displaced persons and forced migration,Spanish,d2648247e0b2e1e0eb41c9f8a3bdb00f,
https://tiempo.hn/cadaver-en-gracias-lempira-evidencia-genera-especulaciones/,https://tiempo.hn/cadaver-en-gracias-lempira-evidencia-genera-especulaciones/?amp,"Cadáver en Gracias , Lempira : evidencia genera especulaciones",20250428T013000Z,https://tiempo.hn/wp-content/uploads/2025/04/Hombre-muerto-en-Lempira.jpg,tiempo.hn,Spanish,Honduras,DISPLACED,Displaced persons and forced migration,Spanish,47f52d3955f493b34ff378322592275e,
https://www.wradio.com.co/2025/04/22/mas-de-50000-desplazados-en-el-centro-de-haiti-en-solo-dos-semanas-afirmo-la-onu/,https://www.wradio.com.co/2025/04/22/mas-de-50000-desplazados-en-el-centro-de-haiti-en-solo-dos-semanas-afirmo-la-onu/?outputType=amp,"Más de 50 . 000 desplazados en el centro de Haití en solo dos semanas , afirmó la ONU",20250422T224500Z,https://www.wradio.com.co/resizer/v2/https%3A%2F%2Fcloudfront-us-east-1.images.arcpublishing.com%2Fprisaradioco%2FYTI5EUXGKBABZERNIARAISUEE4.jpg?auth=c9a9971530b9bdc6db22c5fc1e5754403ce4ebb8b720d39bec51e63b56cea07f&quality=70&smart=true,wradio.com.co,Spanish,Colombia,DISPLACED,Displaced persons and forced migration,Spanish,299b4026cb495877ec1d68673096fbf6,
https://www.elimpulso.com/2025/04/26/acnur-advierte-sobre-suspension-de-programas-de-asistencia-en-colombia-por-falta-de-fondos-26abr/,,▷ ACNUR advierte sobre suspensión de programas de asistencia en Colombia por falta de fondos # 26Abr,20250426T180000Z,https://cdn.elimpulso.com/media/2025/04/El-impulso-7-3.jpg,elimpulso.com,Spanish,Venezuela,DISPLACED,Displaced persons and forced migration,Spanish,7250d8b494d37d35c37137a574e45159,
https://almomento.net/piden-ayuda-para-un-millon-de-desplazados-en-haiti/,,Piden ayuda para un millón de desplazados en Haití,20250422T064500Z,https://almomento.net/wp-content/uploads/2024/08/Desplazados-en-Haiti.-PL.jpg,almomento.net,Spanish,United States,DISPLACED,Displaced persons and forced migration,Spanish,75280af604069bc70763676723e4fa70,
https://www.welt.de/regionales/berlin/article256001454/Filmreihe-zu-Antisemitismus-beim-Juedischen-Filmfestival.html,,Filmreihe zu Antisemitismus beim Jüdischen Filmfestival,20250424T130000Z,https://img.welt.de/img/regionales/berlin/mobile256001452/6297933837-ci16x9-w1200/Potsdamer-Filmmuseum.jpg,welt.de,German,Germany,DISPLACED,Displaced persons and forced migration,German,d1d1acdaa10c9c7dab94e190582e4055,
https://www.n-tv.de/regionales/berlin-und-brandenburg/Gedenken-an-Opfer-des-NS-Regimes-in-ehemaligem-KZ-Aussenlager-article25728806.html,,Berlin & Brandenburg : Gedenken an Opfer des NS - Regimes in ehemaligem KZ - Außenlager,20250426T113000Z,https://www.n-tv.de/img/Bilder_dpa_Import/crop25728805/7261325900-cImg_16_9-w1200/Im-ehemaligen-KZ-Auenlager-Schlieben-Berga-in-Elbe-Elster-Kreis-mussten-Haftlinge-fur-ein-Rustungsunternehmen-Panzerfauste-herstellen.jpg,n-tv.de,German,Germany,DISPLACED,Displaced persons and forced migration,German,6356425932ed3e00b39f40991a0b5a88,
https://www.zeit.de/news/2025-04/24/filmreihe-zu-antisemitismus-beim-juedischen-filmfestival,,Kultur : Filmreihe zu Antisemitismus beim Jüdischen Filmfestival,20250424T130000Z,,zeit.de,German,Germany,DISPLACED,Displaced persons and forced migration,German,93c9e4415d4a51b64868d548013e8c0d,
https://www.volksstimme.de/panorama/filmreihe-zu-antisemitismus-beim-judischen-filmfestival-4038048,,Kultur : Filmreihe zu Antisemitismus beim Jüdischen Filmfestival,20250424T131500Z,https://bmg-images.forward-publishing.io/2025/04/24/09b5a842-60a4-49b2-ac1e-93f3fb9eb20d.jpeg?rect=0%2C107%2C2048%2C1152,volksstimme.de,German,Germany,DISPLACED,Displaced persons and forced migration,German,afdf404bd9bc0603afc7c8639838a370,
https://www.lr-online.de/lausitz/herzberg/2-weltkrieg-in-schlieben-berga-gedenken-an-opfer-des-ns-regimes-in-ehemaligem-kz-aussenlager-78014983.html,,2 . Weltkrieg in Schlieben - Berga : Gedenken an Opfer des NS - Regimes in ehemaligem KZ - Außenlager,20250427T143000Z,https://cdn.lr-online.de/2025/04/26/993dfc5b-9637-4a75-b439-d7949b7cb5c4.jpeg?&crop=2048%2C1152%2C0%2C145&format=webp&token=fafe3a9c7c46e461c48b1d08ef653e8c7759b7c8f01b22b1882bd3928bf1b943,lr-online.de,German,Germany,DISPLACED,Displaced persons and forced migration,German,7256eaf47feac94784f26d6c7a7f0e21,
http://www.tz.de/welt/ueber-uns-verraten-wiederkehrende-symbole-was-traeume-zr-93673442.html,,Wiederkehrende Symbole : Was Träume über uns verraten,20250422T154500Z,,tz.de,German,Germany,DISPLACED,Displaced persons and forced migration,German,609c286b75ad72456499826baf054da0,
https://www.sueddeutsche.de/leben/der-einfluss-von-buechern-dark-romance-wie-praegen-die-romane-unsere-beziehungen-dpa.urn-newsml-dpa-com-20090101-250427-930-471794,,Der Einfluss von Büchern - Dark Romance : Wie prägen die Romane unsere Beziehungen ? - Gesellschaft,20250428T003000Z,,sueddeutsche.de,German,Germany,DISPLACED,Displaced persons and forced migration,German,e32987953391ae9bf8197e56505ca5d5,
https://www.gmx.at/magazine/ratgeber/kind-familie/dark-romance-praegen-romane-beziehungen-40920622,,Dark Romance : Wie prägen die Romane unsere Beziehungen ? ,20250428T021500Z,"https://i0.gmx.at/image/624/40920624,pd=1,f=opengraph/buch-shades-of-grey.jpg",gmx.at,German,Austria,DISPLACED,Displaced persons and forced migration,German,ef5738610cc15a1782b619af27d4c5e7,
https://www.gmx.ch/magazine/ratgeber/kind-familie/dark-romance-praegen-romane-beziehungen-40920622,,Dark Romance : Wie prägen die Romane unsere Beziehungen ? ,20250428T021500Z,"https://i0.gmx.ch/image/624/40920624,pd=1,f=opengraph/buch-shades-of-grey.jpg",gmx.ch,German,Switzerland,DISPLACED,Displaced persons and forced migration,German,909aa6514bce7079539198c58268f2f8,
https://www.stern.de/genuss/trinken/kaffee--so-wird-ihr-filterkaffee-doppelt-stark-wie-zuvor-35664238.html,,Kaffee : So wird Ihr Filterkaffee doppelt stark,20250425T051500Z,https://image.stern.de/35664412/t/It/v3/w1440/r1.7778/-/kaffee-bild.jpg,stern.de,German,Germany,DISPLACED,Displaced persons and forced migration,German,a7e341ea2dad59e3cf4f9afaef13f2e7,
https://world.qianlong.com/2025/0426/8476826.shtml,,苏丹尼罗州首府遭无人机袭击 致11名平民死亡,20250426T023000Z,,world.qianlong.com,Chinese,China,DISPLACED,Displaced persons and forced migration,Chinese,6ffbfc1feaea6ae55edec9ac7df4cc25,
https://news.ltn.com.tw/news/Taoyuan/breakingnews/5022681,https://news.ltn.com.tw/amp/news/Taoyuan/breakingnews/5022681,2025台灣燈會在桃園耗資7 . 3億 主燈規劃移至中原文創園區 - 桃園市,20250424T121500Z,https://img.ltn.com.tw/Upload/news/600/2025/04/24/5022681_2_1.jpg,news.ltn.com.tw,Chinese,Taiwan,DISPLACED,Displaced persons and forced migration,Chinese,3ede0c2320e5c1b9152e0c88957ba857,
https://www.cna.com.tw/news/aloc/202504260043.aspx,,高雄接遺體禮車違停遭拖吊 警 ： 難辨別依法移置 | 地方,20250426T074500Z,https://imgcdn.cna.com.tw/www/WebPhotos/1024/20250426/1024x768_wmkn_0_C20250426000021.jpg,cna.com.tw,Chinese,Taiwan,DISPLACED,Displaced persons and forced migration,Chinese,25231647ae9775336d85a6756b58da2e,
https://www.cna.com.tw/news/aopl/202504230395.aspx,,加薩民防當局 ： 以色列襲擊多地釀17死 轟炸學校避難所 | 國際,20250423T163000Z,https://imgcdn.cna.com.tw/www/WebPhotos/1024/20250423/1080x720_wmkn_514164933966_0.jpg,cna.com.tw,Chinese,Taiwan,DISPLACED,Displaced persons and forced migration,Chinese,c5c487ef0b812c17b6b021549763cefc,
https://game.udn.com/game/story/122089/8687921,https://game.udn.com/game/amp/story/122089/8687921,這能說嗎 ... 小明劍魔談 《 進擊的巨人 》： 被關在牆裡還被洗腦的人真可憐 | 新聞資訊,20250421T110000Z,https://uc.udn.com.tw/photo/2025/04/21/0/31899650.png,game.udn.com,Chinese,Taiwan,DISPLACED,Displaced persons and forced migration,Chinese,17dc92f233d13a868740eee314be6a6a,
https://www.chinatimes.com/realtimenews/20250426001153-260402,,接體車違停被拖吊 ！ 大體送到1樓找嘸車 高雄警回應了 - 社會,20250426T021500Z,https://images.chinatimes.com/newsphoto/2025-04-26/656/20250426001160.jpg,chinatimes.com,Chinese,Taiwan,DISPLACED,Displaced persons and forced migration,Chinese,5adf5fb19ca8f297bbe493dc4df1718f,
https://udn.com/news/story/7320/8700432,https://udn.com/news/amp/story/7320/8700432,大樓管理員曾阻拖吊賓士遺體車 高雄警方 「 堅持執法 」 理由曝 | 社會萬象 | 社會,20250426T081500Z,https://uc.udn.com.tw/photo/2025/04/26/realtime/31931557.jpg,udn.com,Chinese,Taiwan,DISPLACED,Displaced persons and forced migration,Chinese,cc767e4cd0b899a724493e51e1d4705a,
https://n.yam.com/Article/20250424184331,,從流離失所到穩定就業 就業中心與企業攜手助智青翻轉人生,20250424T054500Z,https://imagedelivery.net/UYQOTZcPn8gGeaNtnHVGeg/1dc11e6d-8ba6-4037-c497-3b9b71976b00/public,n.yam.com,Chinese,Taiwan,DISPLACED,Displaced persons and forced migration,Chinese,26384c186e04a7ad2da96375343214f1,
https://www.alnilin.com/13374025.htm,https://www.alnilin.com/13374025.htm/amp,غرفة طوارئ معسكر زمزم تنفذ مشروع توزيع الخراف لأسر النازحين – النيلين,20250425T010000Z,,alnilin.com,Arabic,Sudan,DISPLACED,Displaced persons and forced migration,Arabic,b4106f71e4401dd77a2dafb9eb76f8f4,
https://www.alnilin.com/13374158.htm,https://www.alnilin.com/13374158.htm/amp,شاهد بالفيديو .. خلال مخاطبته مبادرة دعم أسر الشهداء والنازحين .. البرهان يمازح الحاضرين : ( نرجو أن يتسع صدر أهلنا وما يبقوا زي حماد عبد الله الذي ضاق صدره وتكلم بما في خاطره ) – النيلين,20250426T204500Z,,alnilin.com,Arabic,Sudan,DISPLACED,Displaced persons and forced migration,Arabic,d36742476e5f005eef4e6917522d1824,
https://www.dostor.org/5045903,,مشاهدة مسلسل المشردون الحلقة 20 العشرون مترجمة HD,20250424T034500Z,,dostor.org,Arabic,Egypt,DISPLACED,Displaced persons and forced migration,Arabic,69e5a5002513804d0722e230f44b3e42,
https://sabq.org/saudia/v1karpefm9,,استشهاد عشرة فلسطينيين في قصف إسرائيلي على قطاع غزة,20250424T071500Z,,sabq.org,Arabic,Saudi Arabia,DISPLACED,Displaced persons and forced migration,Arabic,cfcb2e7f9a065f4aeca55cc7374e012a,
https://www.lebanonfiles.com/articles/%D8%A3%D8%AE%D8%A8%D8%A7%D8%B1-%D9%85%D8%AD%D9%84%D9%8A%D9%91%D8%A9/%D8%B3%D9%84%D8%B3%D9%84%D8%A9-%D9%84%D9%82%D8%A7%D8%A1%D8%A7%D8%AA-%D9%84%D9%88%D8%B2%D9%8A%D8%B1-%D8%A7%D9%84%D9%85%D9%87%D8%AC%D8%B1%D9%8A%D9%86/,,سلسلة لقاءات لوزير المهجرين | LebanonFiles,20250425T171500Z,https://www.lebanonfiles.com/wp-content/uploads/2025/04/3b3a539424cc5a2cb700bfc9beed8d87.png,lebanonfiles.com,Arabic,,DISPLACED,Displaced persons and forced migration,Arabic,cc9f792b1086ec893d16771deebbbbed,
https://sudanile.com/%D8%A7%D9%84%D8%A3%D9%85%D9%85-%D8%A7%D9%84%D9%85%D8%AA%D8%AD%D8%AF%D8%A9-%D9%82%D9%84%D9%82%D8%A9-%D8%A5%D8%B2%D8%A7%D8%A1-%D8%AA%D8%AF%D9%87%D9%88%D8%B1-%D8%A3%D9%88%D8%B6%D8%A7%D8%B9-%D8%AD/,,الأمم المتحدة  قلقة  إزاء تدهور أوضاع حقوق الإنسان بالفاشر,20250425T213000Z,,sudanile.com,Arabic,Sudan,DISPLACED,Displaced persons and forced migration,Arabic,adb1cf50ad9c9f9905276b930086cec1,
https://www.alnilin.com/13374148.htm,https://www.alnilin.com/13374148.htm/amp,البرهان : قريبا سيتم حسم محاولات المليشيا لإطلاق المسيرات نحو المرافق الحيوية وإبطال مغامراتها المشؤومة – النيلين,20250426T174500Z,,alnilin.com,Arabic,Sudan,DISPLACED,Displaced persons and forced migration,Arabic,f9e71797c00e3f293eaeb97e79081bba,
https://alwasat.ly/news/arabic/474222,,السودان .. 30 قتيلًا إثر قصف قوات الدعم السريع مدينة الفاشر في دارفور,20250421T170000Z,https://cdn-ar-1.alwasat.ly/uploads/articles/L0vIl2i1MRa0MzGS4Nop.jpg,alwasat.ly,Arabic,Libya,DISPLACED,Displaced persons and forced migration,Arabic,01844974d106bb2bd63b1877cf2370ba,
